firma	bulstat	fobshtina	fgrad	vei	vobshtina	vgrad	moshtnost	vavejdane	podpomagane	mw	code	dostavchik
”Усол” ООД	200988667	Столична	София	ФтЕЦ ”Усол - Константиново”	Симеоновград	с. Константиново	1.3	6/27/2012	няма	221	УСОЛ01СЕ0000/ЕЛ/010812/310812/000221	ЕВН България Електроснабдяване ЕАД
”Усол” ООД	200988667	Столична	София	ФтЕЦ ”Усол - Константиново”	Симеоновград	с. Константиново	1.3	6/27/2012	няма	196	УСОЛ01СЕ0000/ЕЛ/010912/300912/000196	ЕВН България Електроснабдяване ЕАД
”Усол” ООД	200988667	Столична	София	ФтЕЦ ”Усол - Константиново”	Симеоновград	с. Константиново	1.3	6/27/2012	няма	159	УСОЛ01СЕ0000/ЕЛ/011012/311012/000159	ЕВН България Електроснабдяване ЕАД
”Усол” ООД	200988667	Столична	София	ФтЕЦ ”Усол - Константиново”	Симеоновград	с. Константиново	1.3	6/27/2012	няма	89	УСОЛ01СЕ0000/ЕЛ/011112/301112/000089	ЕВН България Електроснабдяване ЕАД
”ПВ Павликени” ЕООД	201175983	Кула	с. Цар Петрово	ФтЕЦ ”Цар Петрово”	Кула	с. Цар Петрово	0.158	6/25/2012	няма	27	ПВПВ01СЕ0000/ЕЛ/010712/310712/000027	ЧЕЗ Електро България АД
”ПВ Павликени” ЕООД	201175983	Кула	с. Цар Петрово	ФтЕЦ ”Цар Петрово”	Кула	с. Цар Петрово	0.158	6/25/2012	няма	28	ПВПВ01СЕ0000/ЕЛ/010812/310812/000028	ЧЕЗ Електро България АД
”ПВ Павликени” ЕООД	201175983	Кула	с. Цар Петрово	ФтЕЦ ”Цар Петрово”	Кула	с. Цар Петрово	0.158	6/25/2012	няма	25	ПВПВ01СЕ0000/ЕЛ/010912/300912/000025	ЧЕЗ Електро България АД
”Еврия Груп” ЕООД	175353969	Столична	София	ФтЕЦ ”Априлци”	Априлци	Априлци	0.012	5/28/2012	няма	4	ЕВРИ01СЕ0000/ЕЛ/280512/310712/000004	ЧЕЗ Електро България АД
”Солар Комерс” ООД	200307567	Марица	с. Желязно	ФтЕЦ ”Соларкомерс - Труд”	Марица	с. Труд	0.02982	6/25/2012	няма	6	СОКО02СЕ0000/ЕЛ/010712/310712/000006	ЕВН България Електроснабдяване ЕАД
”Солар - 579” ООД	201735019	Бургас	Бургас	ФтЕЦ ”Солар - 579”	Айтос	с. Чукарка	0.5	5/22/2012	няма	155	С57901СЕ0000/ЕЛ/010512/310712/000155	ЕВН България Електроснабдяване ЕАД
”Солар - 579” ООД	201735019	Бургас	Бургас	ФтЕЦ ”Солар - 579”	Айтос	с. Чукарка	0.5	5/22/2012	няма	84	С57901СЕ0000/ЕЛ/010812/310812/000084	ЕВН България Електроснабдяване ЕАД
”Солар - 579” ООД	201735019	Бургас	Бургас	ФтЕЦ ”Солар - 579”	Айтос	с. Чукарка	0.5	5/22/2012	няма	74	С57901СЕ0000/ЕЛ/010912/300912/000074	ЕВН България Електроснабдяване ЕАД
”Солар - 579” ООД	201735019	Бургас	Бургас	ФтЕЦ ”Солар - 579”	Айтос	с. Чукарка	0.5	5/22/2012	няма	56	С57901СЕ0000/ЕЛ/011012/311012/000056	ЕВН България Електроснабдяване ЕАД
”Солар - 579” ООД	201735019	Бургас	Бургас	ФтЕЦ ”Солар - 579”	Айтос	с. Чукарка	0.5	5/22/2012	няма	37	С57901СЕ0000/ЕЛ/011112/301112/000037	ЕВН България Електроснабдяване ЕАД
”Братя Русеви” ЕООД	829113819	Столична	София	ФтЕЦ ”Братя Русеви - Кортен”	Нова Загора	с. Кортен	0.324	6/11/2012	няма	118	БРРУ01СЕ0000/ЕЛ/010712/310712/000118	ЕВН България Електроснабдяване ЕАД
”Братя Русеви” ЕООД	829113819	Столична	София	ФтЕЦ ”Братя Русеви - Кортен”	Нова Загора	с. Кортен	0.324	6/11/2012	няма	55	БРРУ01СЕ0000/ЕЛ/010812/310812/000055	ЕВН България Електроснабдяване ЕАД
”Братя Русеви” ЕООД	829113819	Столична	София	ФтЕЦ ”Братя Русеви - Кортен”	Нова Загора	с. Кортен	0.324	6/11/2012	няма	49	БРРУ01СЕ0000/ЕЛ/010912/300912/000049	ЕВН България Електроснабдяване ЕАД
”Братя Русеви” ЕООД	829113819	Столична	София	ФтЕЦ ”Братя Русеви - Кортен”	Нова Загора	с. Кортен	0.324	6/11/2012	няма	40	БРРУ01СЕ0000/ЕЛ/011012/311012/000040	ЕВН България Електроснабдяване ЕАД
”Братя Русеви” ООД	829113819	Столична	София	ФтЕЦ ”Братя Русеви - Кортен”	Нова Загора	с. Кортен	0.324	6/11/2012	няма	21	БРРУ01СЕ0000/ЕЛ/011112/301112/000021	ЕВН България Електроснабдяване ЕАД
”Светлина - АМ 2012” ООД	201949489	Димитровград	с. Горски извор	ФтЕЦ ”Светлина - АМ 2012”	Димитровград	с. Горски извор	0.05	6/27/2012	няма	11	СВАМ01СЕ0000/ЕЛ/010712/310712/000011	ЕВН България Електроснабдяване ЕАД
”Светлина - АМ 2012” ООД	201949489	Димитровград	с. Горски извор	ФтЕЦ ”Светлина - АМ 2012”	Димитровград	с. Горски извор	0.05	6/27/2012	няма	8	СВАМ01СЕ0000/ЕЛ/010812/310812/000008	ЕВН България Електроснабдяване ЕАД
”Светлина - АМ 2012” ООД	201949489	Димитровград	с. Горски извор	ФтЕЦ ”Светлина - АМ 2012”	Димитровград	с. Горски извор	0.05	6/27/2012	няма	8	СВАМ01СЕ0000/ЕЛ/010912/300912/000008	ЕВН България Електроснабдяване ЕАД
”Светлина - АМ 2012” ООД	201949489	Димитровград	с. Горски извор	ФтЕЦ ”Светлина - АМ 2012”	Димитровград	с. Горски извор	0.05	6/27/2012	няма	6	СВАМ01СЕ0000/ЕЛ/011012/311012/000006	ЕВН България Електроснабдяване ЕАД
”Светлина - АМ 2012” ООД	201949489	Димитровград	с. Горски извор	ФтЕЦ ”Светлина - АМ 2012”	Димитровград	с. Горски извор	0.05	6/27/2012	няма	3	СВАМ01СЕ0000/ЕЛ/011112/301112/000003	ЕВН България Електроснабдяване ЕАД
”В2М” ООД	201106243	Варна	Варна	ФтЕЦ ”Орлова могила”	Добрич	с. Орлова могила	2.188	6/11/2012	няма	282	В2МО01СЕ0000/ЕЛ/010612/300612/000282	Е. ОН  България Продажби АД
”В2М” ООД	201106243	Варна	Варна	ФтЕЦ ”Орлова могила”	Добрич	с. Орлова могила	2.188	6/11/2012	няма	377	В2МО01СЕ0000/ЕЛ/010712/300712/000377	Е. ОН  България Продажби АД
”В2М” ООД	201106243	Варна	Варна	ФтЕЦ ”Орлова могила”	Добрич	с. Орлова могила	2.188	6/11/2012	няма	357	В2МО01СЕ0000/ЕЛ/010812/310812/000357	Е. ОН  България Продажби АД
”В2М” ООД	201106243	Варна	Варна	ФтЕЦ ”Орлова могила”	Добрич	с. Орлова могила	2.188	6/11/2012	няма	282	В2МО01СЕ0000/ЕЛ/300812/270912/000282	Енерго-Про Продажби АД
”В2М” ООД	201106243	Варна	Варна	ФтЕЦ ”Орлова могила”	Добрич	с. Орлова могила	2.188	6/11/2012	няма	284	В2МО01СЕ0000/ЕЛ/270912/301012/000284	Енерго-Про Продажби АД
”В2М” ООД	201106243	Варна	Варна	ФтЕЦ ”Орлова могила”	Добрич	с. Орлова могила	2.188	6/11/2012	няма	143	В2МО01СЕ0000/ЕЛ/301012/291112/000143	Енерго-Про Продажби АД
”Пег-Пауър Енерджи Груп” ООД	147122841	Бургас	Бургас	ФтЕЦ ”Пег Пауър - Бургас SG-45”	Бургас	Бургас	0.045	10/28/2011	няма	40	ПЕУП01СЕ0000/ЕЛ/010412/310712/000040	ЕВН България Електроснабдяване ЕАД
”Пег-Пауър Енерджи Груп” ООД	147122841	Бургас	Бургас	ФтЕЦ ”Пег Пауър - Бургас SG-45”	Бургас	Бургас	0.045	10/28/2011	няма	7	ПЕУП01СЕ0000/ЕЛ/010812/310812/000007	ЕВН България Електроснабдяване ЕАД
”Пег-Пауър Енерджи Груп” ООД	147122841	Бургас	Бургас	ФтЕЦ ”Пег Пауър - Бургас SG-45”	Бургас	Бургас	0.045	10/28/2011	няма	7	ПЕУП01СЕ0000/ЕЛ/010912/300912/000007	ЕВН България Електроснабдяване ЕАД
”Пег-Пауър Енерджи Груп” ООД	147122841	Бургас	Бургас	ФтЕЦ ”Пег Пауър - Бургас SG-45”	Бургас	Бургас	0.045	10/28/2011	няма	5	ПЕУП01СЕ0000/ЕЛ/011012/311012/000005	ЕВН България Електроснабдяване ЕАД
”Пег-Пауър Енерджи Груп” ООД	147122841	Бургас	Бургас	ФтЕЦ ”Пег Пауър - Бургас SG-45”	Бургас	Бургас	0.045	10/28/2011	няма	2	ПЕУП01СЕ0000/ЕЛ/011112/301112/000002	ЕВН България Електроснабдяване ЕАД
ЕТ ”Зико - Златан Златев”	119054956	Твърдица	с. Сборище	ФтЕЦ ”Зико - Присадец”	Тополовград	с. Присадец	0.04896	5/19/2012	ПРСР, Мярка 311	28	ЗЗЗВ01СЕ0000/ЕЛ/010712/310712/000028	ЕВН България Електроснабдяване ЕАД
ЕТ ”Зико - Златан Златев”	119054956	Твърдица	с. Сборище	ФтЕЦ ”Зико - Присадец”	Тополовград	с. Присадец	0.04896	5/19/2012	ПРСР, Мярка 311	12	ЗЗЗВ01СЕ0000/ЕЛ/010812/310812/000012	ЕВН България Електроснабдяване ЕАД
ЕТ ”Зико - Златан Златев”	119054956	Твърдица	с. Сборище	ФтЕЦ ”Зико - Присадец”	Тополовград	с. Присадец	0.04896	5/19/2012	ПРСР, Мярка 311	10	ЗЗЗВ01СЕ0000/ЕЛ/010912/300912/000010	ЕВН България Електроснабдяване ЕАД
ЕТ ”Зико - Златан Златев”	119054956	Твърдица	с. Сборище	ФтЕЦ ”Зико - Присадец”	Тополовград	с. Присадец	0.04896	5/19/2012	ПРСР, Мярка 311	7	ЗЗЗВ01СЕ0000/ЕЛ/011012/311012/000007	ЕВН България Електроснабдяване ЕАД
ЕТ ”Зико - Златан Златев”	119054956	Твърдица	с. Сборище	ФтЕЦ ”Зико - Присадец”	Тополовград	с. Присадец	0.04896	5/19/2012	ПРСР, Мярка 311	5	ЗЗЗВ01СЕ0000/ЕЛ/011112/301112/000005	ЕВН България Електроснабдяване ЕАД
”Еко сън ват 2010” ООД	201249526	Сливен	Сливен	ФтЕЦ ”Екосън ват - Речица”	Сливен	Сливен	0.19734	4/17/2012	няма	117	СЪВТ01СЕ0000/ЕЛ/010512/310712/000117	ЕВН България Електроснабдяване ЕАД
”Еко сън ват 2010” ООД	201249526	Сливен	Сливен	ФтЕЦ ”Екосън ват - Речица”	Сливен	Сливен	0.19734	4/17/2012	няма	33	СЪВТ01СЕ0000/ЕЛ/010812/310812/000033	ЕВН България Електроснабдяване ЕАД
”Еко сън ват 2010” ООД	201249526	Сливен	Сливен	ФтЕЦ ”Екосън ват - Речица”	Сливен	Сливен	0.19734	4/17/2012	няма	29	СЪВТ01СЕ0000/ЕЛ/010912/300912/000029	ЕВН България Електроснабдяване ЕАД
”Еко сън ват 2010” ООД	201249526	Сливен	Сливен	ФтЕЦ ”Екосън ват - Речица”	Сливен	Сливен	0.19734	4/17/2012	няма	24	СЪВТ01СЕ0000/ЕЛ/011012/311012/000024	ЕВН България Електроснабдяване ЕАД
”Еко сън ват 2010” ООД	201249526	Сливен	Сливен	ФтЕЦ ”Екосън ват - Речица”	Сливен	Сливен	0.19734	4/17/2012	няма	12	СЪВТ01СЕ0000/ЕЛ/011112/301112/000012	ЕВН България Електроснабдяване ЕАД
”Еко Диана Динева” ЕООД	200347355	Сливен	Сливен	ФтЕЦ ”Еко Диана Динева - Филипово”	Тополовград	с. Филипово	0.04968	6/22/2012	няма	12	ДНДН01СЕ0000/ЕЛ/010712/310712/000012	ЕВН България Електроснабдяване ЕАД
”Еко Диана Динева” ЕООД	200347355	Сливен	Сливен	ФтЕЦ ”Еко Диана Динева - Филипово”	Тополовград	с. Филипово	0.04968	6/22/2012	няма	8	ДНДН01СЕ0000/ЕЛ/010812/310812/000008	ЕВН България Електроснабдяване ЕАД
”Еко Диана Динева” ЕООД	200347355	Сливен	Сливен	ФтЕЦ ”Еко Диана Динева - Филипово”	Тополовград	с. Филипово	0.04968	6/22/2012	няма	8	ДНДН01СЕ0000/ЕЛ/010912/300912/000008	ЕВН България Електроснабдяване ЕАД
”Еко Диана Динева” ЕООД	200347355	Сливен	Сливен	ФтЕЦ ”Еко Диана Динева - Филипово”	Тополовград	с. Филипово	0.04968	6/22/2012	няма	6	ДНДН01СЕ0000/ЕЛ/011012/311012/000006	ЕВН България Електроснабдяване ЕАД
”Еко Диана Динева” ЕООД	200347355	Сливен	Сливен	ФтЕЦ ”Еко Диана Динева - Филипово”	Тополовград	с. Филипово	0.04968	6/22/2012	няма	3	ДНДН01СЕ0000/ЕЛ/011112/301112/000003	ЕВН България Електроснабдяване ЕАД
”Електра - Айтос” ЕООД	200818120	Айтос	Айтос	ФтЕЦ ”Електра -Айтос”	Айтос	Айтос	0.15	6/11/2012	няма	46	ТРЙС01СЕ0000/ЕЛ/010712/310712/000046	ЕВН България Електроснабдяване ЕАД
”Електра - Айтос” ЕООД	200818120	Айтос	Айтос	ФтЕЦ ”Електра -Айтос”	Айтос	Айтос	0.15	6/11/2012	няма	26	ТРЙС01СЕ0000/ЕЛ/010812/310812/000026	ЕВН България Електроснабдяване ЕАД
”Електра - Айтос” ЕООД	200818120	Айтос	Айтос	ФтЕЦ ”Електра -Айтос”	Айтос	Айтос	0.15	6/11/2012	няма	23	ТРЙС01СЕ0000/ЕЛ/010912/300912/000023	ЕВН България Електроснабдяване ЕАД
”Електра - Айтос” ЕООД	200818120	Айтос	Айтос	ФтЕЦ ”Електра -Айтос”	Айтос	Айтос	0.15	6/11/2012	няма	18	ТРЙС01СЕ0000/ЕЛ/011012/311012/000018	ЕВН България Електроснабдяване ЕАД
”Електра - Айтос” ЕООД	200818120	Айтос	Айтос	ФтЕЦ ”Електра -Айтос”	Айтос	Айтос	0.15	6/11/2012	няма	10	ТРЙС01СЕ0000/ЕЛ/011112/301112/000010	ЕВН България Електроснабдяване ЕАД
”Сънпауър България” ООД	119672002	Сливен	Сливен	ФтЕЦ ”Сънпауър България - Присадец”	Тополовград	с. Присадец	0.03888	5/19/2012	няма	24	ПУРЯ01СЕ0000/ЕЛ/010712/310712/000024	ЕВН България Електроснабдяване ЕАД
”Сънпауър България” ООД	119672002	Сливен	Сливен	ФтЕЦ ”Сънпауър България - Присадец”	Тополовград	с. Присадец	0.03888	5/19/2012	няма	9	ПУРЯ01СЕ0000/ЕЛ/010812/310812/000009	ЕВН България Електроснабдяване ЕАД
”Сънпауър България” ООД	119672002	Сливен	Сливен	ФтЕЦ ”Сънпауър България - Присадец”	Тополовград	с. Присадец	0.03888	5/19/2012	няма	8	ПУРЯ01СЕ0000/ЕЛ/010912/300912/000008	ЕВН България Електроснабдяване ЕАД
”Сънпауър България” ООД	119672002	Сливен	Сливен	ФтЕЦ ”Сънпауър България - Присадец”	Тополовград	с. Присадец	0.03888	5/19/2012	няма	6	ПУРЯ01СЕ0000/ЕЛ/011012/311012/000006	ЕВН България Електроснабдяване ЕАД
”Сънпауър България” ООД	119672002	Сливен	Сливен	ФтЕЦ ”Сънпауър България - Присадец”	Тополовград	с. Присадец	0.03888	5/19/2012	няма	3	ПУРЯ01СЕ0000/ЕЛ/011112/301112/000003	ЕВН България Електроснабдяване ЕАД
”Хеброс Солар” ЕООД	200171470	Харманли	Харманли	ФтЕЦ ”Хеброс Солар”	Харманли	с. Изворово	0.07144	4/25/2012	ПРСР, Мярка 312	36	ХБРС01СЕ0000/ЕЛ/010512/310712/000036	ЕВН България Електроснабдяване ЕАД
”Хеброс Солар” ЕООД	200171470	Харманли	Харманли	ФтЕЦ ”Хеброс Солар”	Харманли	с. Изворово	0.07144	4/25/2012	ПРСР, Мярка 312	12	ХБРС01СЕ0000/ЕЛ/010812/310812/000012	ЕВН България Електроснабдяване ЕАД
”Хеброс Солар” ЕООД	200171470	Харманли	Харманли	ФтЕЦ ”Хеброс Солар”	Харманли	с. Изворово	0.07144	4/25/2012	ПРСР, Мярка 312	11	ХБРС01СЕ0000/ЕЛ/010912/300912/000011	ЕВН България Електроснабдяване ЕАД
”Хеброс Солар” ЕООД	200171470	Харманли	Харманли	ФтЕЦ ”Хеброс Солар”	Харманли	с. Изворово	0.07144	4/25/2012	ПРСР, Мярка 312	7	ХБРС01СЕ0000/ЕЛ/011012/311012/000007	ЕВН България Електроснабдяване ЕАД
”Хеброс Солар” ЕООД	200171470	Харманли	Харманли	ФтЕЦ ”Хеброс Солар”	Харманли	с. Изворово	0.07144	4/25/2012	ПРСР, Мярка 312	5	ХБРС01СЕ0000/ЕЛ/011112/301112/000005	ЕВН България Електроснабдяване ЕАД
”Извор Г” ЕООД	200171448	Харманли	Харманли	ФтЕЦ ”Извор Г”	Харманли	с. Изворово	0.06815	4/25/2012	ПРСР, Мярка 312	35	ИЗВГ01СЕ0000/ЕЛ/010512/310712/000035	ЕВН България Електроснабдяване ЕАД
”Извор Г” ЕООД	200171448	Харманли	Харманли	ФтЕЦ ”Извор Г”	Харманли	с. Изворово	0.06815	4/25/2012	ПРСР, Мярка 312	12	ИЗВГ01СЕ0000/ЕЛ/010812/310812/000012	ЕВН България Електроснабдяване ЕАД
”Извор Г” ЕООД	200171448	Харманли	Харманли	ФтЕЦ ”Извор Г”	Харманли	с. Изворово	0.06815	4/25/2012	ПРСР, Мярка 312	11	ИЗВГ01СЕ0000/ЕЛ/010912/300912/000011	ЕВН България Електроснабдяване ЕАД
”Извор Г” ЕООД	200171448	Харманли	Харманли	ФтЕЦ ”Извор Г”	Харманли	с. Изворово	0.06815	4/25/2012	ПРСР, Мярка 312	7	ИЗВГ01СЕ0000/ЕЛ/011012/311012/000007	ЕВН България Електроснабдяване ЕАД
”Извор Г” ЕООД	200171448	Харманли	Харманли	ФтЕЦ ”Извор Г”	Харманли	с. Изворово	0.06815	4/25/2012	ПРСР, Мярка 312	5	ИЗВГ01СЕ0000/ЕЛ/011112/301112/000005	ЕВН България Електроснабдяване ЕАД
”Ей Ем Джи - Енерджи” ООД	200363156	Смолян	Смолян	ФтЕЦ ”Елховец”	Рудозем	с. Елховец	0.0784	6/27/2012	няма	18	ЙМДЖ01СЕ0000/ЕЛ/010712/310712/000018	ЕВН България Електроснабдяване ЕАД
”Ей Ем Джи - Енерджи” ООД	200363156	Смолян	Смолян	ФтЕЦ ”Елховец”	Рудозем	с. Елховец	0.0784	6/27/2012	няма	12	ЙМДЖ01СЕ0000/ЕЛ/010812/310812/000012	ЕВН България Електроснабдяване ЕАД
”Ей Ем Джи - Енерджи” ООД	200363156	Смолян	Смолян	ФтЕЦ ”Елховец”	Рудозем	с. Елховец	0.0784	6/27/2012	няма	11	ЙМДЖ01СЕ0000/ЕЛ/010912/300912/000011	ЕВН България Електроснабдяване ЕАД
”Ей Ем Джи - Енерджи” ООД	200363156	Смолян	Смолян	ФтЕЦ ”Елховец”	Рудозем	с. Елховец	0.0784	6/27/2012	няма	8	ЙМДЖ01СЕ0000/ЕЛ/011012/311012/000008	ЕВН България Електроснабдяване ЕАД
”Ей Ем Джи - Енерджи” ООД	200363156	Смолян	Смолян	ФтЕЦ ”Елховец”	Рудозем	с. Елховец	0.0784	6/27/2012	няма	5	ЙМДЖ01СЕ0000/ЕЛ/011112/301112/000005	ЕВН България Електроснабдяване ЕАД
”Еко Ефект Бургас” ЕООД	201819061	Бургас	Бургас	ФтЕЦ ”Голямо Буково”	Средец	с. Голямо Буково	0.01104	5/15/2012	няма	4	ЕКБУ01СЕ0000/ЕЛ/010612/310712/000004	ЕВН България Електроснабдяване ЕАД
”ВЕЛ 2009” ООД	200541278	Мадан	Мадан	ФтЕЦ ”ВЕЛ - Мадан”	Мадан	Мадан	0.131	6/29/2012	няма	17	ВЕЛ901СЕ0000/ЕЛ/010712/310712/000017	ЕВН България Електроснабдяване ЕАД
”ВЕЛ 2009” ООД	200541278	Мадан	Мадан	ФтЕЦ ”ВЕЛ - Мадан”	Мадан	Мадан	0.131	6/29/2012	няма	20	ВЕЛ901СЕ0000/ЕЛ/010812/310812/000020	ЕВН България Електроснабдяване ЕАД
”ВЕЛ 2009” ООД	200541278	Мадан	Мадан	ФтЕЦ ”ВЕЛ - Мадан”	Мадан	Мадан	0.131	6/29/2012	няма	18	ВЕЛ901СЕ0000/ЕЛ/010912/300912/000018	ЕВН България Електроснабдяване ЕАД
”ВЕЛ 2009” ООД	200541278	Мадан	Мадан	ФтЕЦ ”ВЕЛ - Мадан”	Мадан	Мадан	0.131	6/29/2012	няма	12	ВЕЛ901СЕ0000/ЕЛ/011012/311012/000012	ЕВН България Електроснабдяване ЕАД
”ВЕЛ 2009” ООД	200541278	Мадан	Мадан	ФтЕЦ ”ВЕЛ - Мадан”	Мадан	Мадан	0.131	6/29/2012	няма	8	ВЕЛ901СЕ0000/ЕЛ/011112/301112/000008	ЕВН България Електроснабдяване ЕАД
”СИМ 75” ЕООД	201819645	Мадан	Мадан	ФтЕЦ ”СИМ - Буково”	Мадан	с. Буково	0.03	6/27/2012	няма	5	СМ7501СЕ0000/ЕЛ/010712/310712/000005	ЕВН България Електроснабдяване ЕАД
”СИМ 75” ЕООД	201819645	Мадан	Мадан	ФтЕЦ ”СИМ - Буково”	Мадан	с. Буково	0.03	6/27/2012	няма	5	СМ7501СЕ0000/ЕЛ/010812/310812/000005	ЕВН България Електроснабдяване ЕАД
”КО ИН КО - 63” ЕООД	123049541	Стара Загора	Стара Загора	ФтЕЦ ”КО ИН КО - Стара Загора”	Стара Загора	Стара загора	0.08	5/23/2012	няма	36	КК6301СЕ0000/ЕЛ/010712/310712/000036	ЕВН България Електроснабдяване ЕАД
”КО ИН КО - 63” ЕООД	123049541	Стара Загора	Стара Загора	ФтЕЦ ”КО ИН КО - Стара Загора”	Стара Загора	Стара загора	0.08	5/23/2012	няма	10	КК6301СЕ0000/ЕЛ/010812/310812/000010	ЕВН България Електроснабдяване ЕАД
”КО ИН КО - 63” ЕООД	123049541	Стара Загора	Стара Загора	ФтЕЦ ”КО ИН КО - Стара Загора”	Стара Загора	Стара загора	0.08	5/23/2012	няма	11	КК6301СЕ0000/ЕЛ/010912/300912/000011	ЕВН България Електроснабдяване ЕАД
”КО ИН КО - 63” ЕООД	123049541	Стара Загора	Стара Загора	ФтЕЦ ”КО ИН КО - Стара Загора”	Стара Загора	Стара загора	0.08	5/23/2012	няма	9	КК6301СЕ0000/ЕЛ/011012/311012/000009	ЕВН България Електроснабдяване ЕАД
”КО ИН КО - 63” ЕООД	123049541	Стара Загора	Стара Загора	ФтЕЦ ”КО ИН КО - Стара Загора”	Стара Загора	Стара загора	0.08	5/23/2012	няма	4	КК6301СЕ0000/ЕЛ/011112/301112/000004	ЕВН България Електроснабдяване ЕАД
”Райчев” ЕООД	120045267	Пловдив	Пловдив	ФтЕЦ ”Райчев”	Пловдив	Пловдив	0.10218	6/22/2012	няма	21	РАЙЧ01СЕ0000/ЕЛ/010712/310712/000021	ЕВН България Електроснабдяване ЕАД
”Райчев” ЕООД	120045267	Пловдив	Пловдив	ФтЕЦ ”Райчев”	Пловдив	Пловдив	0.10218	6/22/2012	няма	17	РАЙЧ01СЕ0000/ЕЛ/010812/310812/000017	ЕВН България Електроснабдяване ЕАД
”Райчев” ЕООД	120045267	Пловдив	Пловдив	ФтЕЦ ”Райчев”	Пловдив	Пловдив	0.10218	6/22/2012	няма	14	РАЙЧ01СЕ0000/ЕЛ/010912/300912/000014	ЕВН България Електроснабдяване ЕАД
”Райчев” ЕООД	120045267	Пловдив	Пловдив	ФтЕЦ ”Райчев”	Пловдив	Пловдив	0.10218	6/22/2012	няма	12	РАЙЧ01СЕ0000/ЕЛ/011012/311012/000012	ЕВН България Електроснабдяване ЕАД
”Райчев” ЕООД	120045267	Пловдив	Пловдив	ФтЕЦ ”Райчев”	Пловдив	Пловдив	0.10218	6/22/2012	няма	4	РАЙЧ01СЕ0000/ЕЛ/011112/301112/000004	ЕВН България Електроснабдяване ЕАД
”Терзиев - 89” ЕООД	160106532	Първомай	Първомай	ФтЕЦ ”Терзиев - Солар”	Първомай	с. Брягово	0.1	4/27/2012	ПРСР, Мярка 312	45	ТЕРЗ01СЕ0000/ЕЛ/270412/310712/000045	ЕВН България Електроснабдяване ЕАД
”Терзиев - 89” ЕООД	160106532	Първомай	Първомай	ФтЕЦ ”Терзиев - Солар”	Първомай	с. Брягово	0.1	4/27/2012	ПРСР, Мярка 312	26	ТЕРЗ01СЕ0000/ЕЛ/010812/300912/000026	ЕВН България Електроснабдяване ЕАД
”Терзиев - 89” ЕООД	160106532	Първомай	Първомай	ФтЕЦ ”Терзиев - Солар”	Първомай	с. Брягово	0.1	4/27/2012	ПРСР, Мярка 312	10	ТЕРЗ01СЕ0000/ЕЛ/011012/311012/000010	ЕВН България Електроснабдяване ЕАД
”Терзиев - 89” ЕООД	160106532	Първомай	Първомай	ФтЕЦ ”Терзиев - Солар”	Първомай	с. Брягово	0.1	4/27/2012	ПРСР, Мярка 312	4	ТЕРЗ01СЕ0000/ЕЛ/011112/301112/000004	ЕВН България Електроснабдяване ЕАД
”Парти” ООД	119098408	Столична	София	ФтЕЦ ”Парти - Речица”	Сливен	Сливен	0.986	6/15/2012	няма	246	ПАРТ01СЕ0000/ЕЛ/150612/310712/000246	ЕВН България Електроснабдяване ЕАД
”Парти” ООД	119098408	Столична	София	ФтЕЦ ”Парти - Речица”	Сливен	Сливен	0.986	6/15/2012	няма	300	ПАРТ01СЕ0000/ЕЛ/010812/300912/000300	ЕВН България Електроснабдяване ЕАД
”Евро проджект” ООД	123750033	Стара Загора	Стара Загора	ФтЕЦ ”Евро проджект - Герена”	Стара Загора	Стара загора	0.19943	6/29/2012	няма	8	ЕПРО01СЕ0000/ЕЛ/010712/310712/000008	ЕВН България Електроснабдяване ЕАД
”Евро проджект” ООД	123750033	Стара Загора	Стара Загора	ФтЕЦ ”Евро проджект - Герена”	Стара Загора	Стара загора	0.19943	6/29/2012	няма	5	ЕПРО01СЕ0000/ЕЛ/010812/310812/000005	ЕВН България Електроснабдяване ЕАД
”Евро проджект” ООД	123750033	Стара Загора	Стара Загора	ФтЕЦ ”Евро проджект - Герена”	Стара Загора	Стара загора	0.19943	6/29/2012	няма	28	ЕПРО01СЕ0000/ЕЛ/010912/300912/000028	ЕВН България Електроснабдяване ЕАД
”Евро проджект” ООД	123750033	Стара Загора	Стара Загора	ФтЕЦ ”Евро проджект - Герена”	Стара Загора	Стара загора	0.19943	6/29/2012	няма	23	ЕПРО01СЕ0000/ЕЛ/011012/311012/000023	ЕВН България Електроснабдяване ЕАД
”Евро проджект” ООД	123750033	Стара Загора	Стара Загора	ФтЕЦ ”Евро проджект - Герена”	Стара Загора	Стара загора	0.19943	6/29/2012	няма	10	ЕПРО01СЕ0000/ЕЛ/011112/301112/000010	ЕВН България Електроснабдяване ЕАД
”Панчарево” ООД	175151978	Столична	София	ВЕЦ ”Панчарево”	Столична	София	0.4	6/22/2012	няма	27	ПАНЧ01ВД0000/ЕЛ/010712/310712/000027	ЧЕЗ Електро България АД
”Панчарево” ООД	175151978	Столична	София	ВЕЦ ”Панчарево”	Столична	София	0.4	6/22/2012	няма	57	ПАНЧ01ВД0000/ЕЛ/010812/310812/000057	ЧЕЗ Електро България АД
”Панчарево” ООД	175151978	Столична	София	ВЕЦ ”Панчарево”	Столична	София	0.4	6/22/2012	няма	60	ПАНЧ01ВД0000/ЕЛ/010912/300912/000060	ЧЕЗ Електро България АД
