firma	bulstat	fobshtina	fgrad	vei	vobshtina	vgrad	moshtnost	vavejdane	podpomagane	mw	code	dostavchik
”Стивмарани” ЕООД	200474737	Ивайловград	Ивайловград	ФтЕЦ ”Стивмарани”	Ивайловград	Ивайловград	0.1	7/12/2011	ПРСР, Мярка 312	114	СИМА01СЕ0000/ЕЛ/010412/310812/000114	ЕВН България Електроснабдяване ЕАД
”Стивмарани” ЕООД	200474737	Ивайловград	Ивайловград	ФтЕЦ ”Стивмарани”	Ивайловград	Ивайловград	0.1	7/12/2011	ПРСР, Мярка 312	21	СИМА01СЕ0000/ЕЛ/010912/300912/000021	ЕВН България Електроснабдяване ЕАД
”Стивмарани” ЕООД	200474737	Ивайловград	Ивайловград	ФтЕЦ ”Стивмарани”	Ивайловград	Ивайловград	0.1	7/12/2011	ПРСР, Мярка 312	16	СИМА01СЕ0000/ЕЛ/011012/311012/000016	ЕВН България Електроснабдяване ЕАД
”Стивмарани” ЕООД	200474737	Ивайловград	Ивайловград	ФтЕЦ ”Стивмарани”	Ивайловград	Ивайловград	0.1	7/12/2011	ПРСР, Мярка 312	9	СИМА01СЕ0000/ЕЛ/011112/301112/000009	ЕВН България Електроснабдяване ЕАД
”Уинд Системс” ООД	148121977	Варна	Варна	ВтЕЦ ”Крупен - 4”	Каварна	с. Крупен	3.0	10/23/2010	няма	873	УССТ01ВЕ0000/ЕЛ/291211/300112/000873	Е. ОН  България Продажби АД
”Уинд Системс” ООД	148121977	Варна	Варна	ВтЕЦ ”Крупен - 4”	Каварна	с. Крупен	3.0	10/23/2010	няма	652	УССТ01ВЕ0000/ЕЛ/300112/280212/000652	Е. ОН  България Продажби АД
”Уинд Системс” ООД	148121977	Варна	Варна	ВтЕЦ ”Крупен - 4”	Каварна	с. Крупен	3.0	10/23/2010	няма	535	УССТ01ВЕ0000/ЕЛ/280212/290312/000535	Е. ОН  България Продажби АД
”Уинд Системс” ООД	148121977	Варна	Варна	ВтЕЦ ”Крупен - 4”	Каварна	с. Крупен	3.0	10/23/2010	няма	769	УССТ01ВЕ0000/ЕЛ/290312/270412/000769	Е. ОН  България Продажби АД
”Уинд Системс” ООД	148121977	Варна	Варна	ВтЕЦ ”Крупен - 4”	Каварна	с. Крупен	3.0	10/23/2010	няма	435	УССТ01ВЕ0000/ЕЛ/270412/300512/000435	Е. ОН  България Продажби АД
”Уинд Системс” ООД	148121977	Варна	Варна	ВтЕЦ ”Крупен - 4”	Каварна	с. Крупен	3.0	10/23/2010	няма	288	УССТ01ВЕ0000/ЕЛ/300512/010712/000288	Е. ОН  България Продажби АД
”Уинд Системс” ООД	148121977	Варна	Варна	ВтЕЦ ”Крупен - 4”	Каварна	с. Крупен	3.0	10/23/2010	няма	356	УССТ01ВЕ0000/ЕЛ/010712/300712/000356	Е. ОН  България Продажби АД
”Уинд Системс” ООД	148121977	Варна	Варна	ВтЕЦ ”Крупен - 4”	Каварна	с. Крупен	3.0	10/23/2010	няма	425	УССТ01ВЕ0000/ЕЛ/300712/300812/000425	Е. ОН  България Продажби АД
”Уинд Системс” ООД	148121977	Варна	Варна	ВтЕЦ ”Крупен - 4”	Каварна	с. Крупен	3.0	10/23/2010	няма	163	УССТ01ВЕ0000/ЕЛ/300812/270912/000163	Енерго-Про Продажби АД
”Уинд Системс” ООД	148121977	Варна	Варна	ВтЕЦ ”Крупен - 4”	Каварна	с. Крупен	3.0	10/23/2010	няма	350	УССТ01ВЕ0000/ЕЛ/270912/301012/000350	Енерго-Про Продажби АД
”Уинд Системс” ООД	148121977	Варна	Варна	ВтЕЦ ”Крупен - 4”	Каварна	с. Крупен	3.0	10/23/2010	няма	447	УССТ01ВЕ0000/ЕЛ/301012/291112/00044	Енерго-Про Продажби АД
”Уинд Пауър 2” ООД	148121991	Варна	Варна	ВтЕЦ ”Крупен - 2”	Каварна	с. Крупен	3.0	10/23/2010	няма	980	ПАУ201ВЕ0000/ЕЛ/291211/300112/000980	Е. ОН  България Продажби АД
”Уинд Пауър 2” ООД	148121991	Варна	Варна	ВтЕЦ ”Крупен - 2”	Каварна	с. Крупен	3.0	10/23/2010	няма	781	ПАУ201ВЕ0000/ЕЛ/300112/280212/000781	Е. ОН  България Продажби АД
”Уинд Пауър 2” ООД	148121991	Варна	Варна	ВтЕЦ ”Крупен - 2”	Каварна	с. Крупен	3.0	10/23/2010	няма	557	ПАУ201ВЕ0000/ЕЛ/280212/290312/000557	Е. ОН  България Продажби АД
”Уинд Пауър 2” ООД	148121991	Варна	Варна	ВтЕЦ ”Крупен - 2”	Каварна	с. Крупен	3.0	10/23/2010	няма	767	ПАУ201ВЕ0000/ЕЛ/290312/270412/000767	Е. ОН  България Продажби АД
”Уинд Пауър 2” ООД	148121991	Варна	Варна	ВтЕЦ ”Крупен - 2”	Каварна	с. Крупен	3.0	10/23/2010	няма	437	ПАУ201ВЕ0000/ЕЛ/270412/300512/000437	Е. ОН  България Продажби АД
”Уинд Пауър 2” ООД	148121991	Варна	Варна	ВтЕЦ ”Крупен - 2”	Каварна	с. Крупен	3.0	10/23/2010	няма	248	ПАУ201ВЕ0000/ЕЛ/300512/010712/000248	Е. ОН  България Продажби АД
”Уинд Пауър 2” ООД	148121991	Варна	Варна	ВтЕЦ ”Крупен - 2”	Каварна	с. Крупен	3.0	10/23/2010	няма	396	ПАУ201ВЕ0000/ЕЛ/010712/300712/000396	Е. ОН  България Продажби АД
”Уинд Пауър 2” ООД	148121991	Варна	Варна	ВтЕЦ ”Крупен - 2”	Каварна	с. Крупен	3.0	10/23/2010	няма	430	ПАУ201ВЕ0000/ЕЛ/300712/300812/000430	Е. ОН  България Продажби АД
”Уинд Пауър 2” ООД	148121991	Варна	Варна	ВтЕЦ ”Крупен - 2”	Каварна	с. Крупен	3.0	10/23/2010	няма	315	ПАУ201ВЕ0000/ЕЛ/300812/270912/000315	Енерго-Про Продажби АД
”Уинд Пауър 2” ООД	148121991	Варна	Варна	ВтЕЦ ”Крупен - 2”	Каварна	с. Крупен	3.0	10/23/2010	няма	502	ПАУ201ВЕ0000/ЕЛ/270912/301012/000502	Енерго-Про Продажби АД
”Уинд Пауър 2” ООД	148121991	Варна	Варна	ВтЕЦ ”Крупен - 2”	Каварна	с. Крупен	3.0	10/23/2010	няма	433	ПАУ201ВЕ0000/ЕЛ/301012/291112/000433	Енерго-Про Продажби АД
”Уинд Енерджи” ООД	148121952	Варна	Варна	ВтЕЦ ”Крупен - 1”	Каварна	с. Крупен	3.0	11/17/2011	няма	874	УНДЖ01ВЕ0000/ЕЛ/291211/300112/000874	Е. ОН  България Продажби АД
”Уинд Енерджи” ООД	148121952	Варна	Варна	ВтЕЦ ”Крупен - 1”	Каварна	с. Крупен	3.0	11/17/2011	няма	601	УНДЖ01ВЕ0000/ЕЛ/300112/280212/000601	Е. ОН  България Продажби АД
”Уинд Енерджи” ООД	148121952	Варна	Варна	ВтЕЦ ”Крупен - 1”	Каварна	с. Крупен	3.0	11/17/2011	няма	573	УНДЖ01ВЕ0000/ЕЛ/280212/290312/000573	Е. ОН  България Продажби АД
”Уинд Енерджи” ООД	148121952	Варна	Варна	ВтЕЦ ”Крупен - 1”	Каварна	с. Крупен	3.0	11/17/2011	няма	740	УНДЖ01ВЕ0000/ЕЛ/290312/270412/000740	Е. ОН  България Продажби АД
”Уинд Енерджи” ООД	148121952	Варна	Варна	ВтЕЦ ”Крупен - 1”	Каварна	с. Крупен	3.0	11/17/2011	няма	449	УНДЖ01ВЕ0000/ЕЛ/270412/300512/000449	Е. ОН  България Продажби АД
”Уинд Енерджи” ООД	148121952	Варна	Варна	ВтЕЦ ”Крупен - 1”	Каварна	с. Крупен	3.0	11/17/2011	няма	271	УНДЖ01ВЕ0000/ЕЛ/300512/010712/000271	Е. ОН  България Продажби АД
”Уинд Енерджи” ООД	148121952	Варна	Варна	ВтЕЦ ”Крупен - 1”	Каварна	с. Крупен	3.0	11/17/2011	няма	378	УНДЖ01ВЕ0000/ЕЛ/010712/300712/000378	Е. ОН  България Продажби АД
”Уинд Енерджи” ООД	148121952	Варна	Варна	ВтЕЦ ”Крупен - 1”	Каварна	с. Крупен	3.0	11/17/2011	няма	427	УНДЖ01ВЕ0000/ЕЛ/300712/300812/000427	Е. ОН  България Продажби АД
”Уинд Енерджи” ООД	148121952	Варна	Варна	ВтЕЦ ”Крупен - 1”	Каварна	с. Крупен	3.0	11/17/2011	няма	167	УНДЖ01ВЕ0000/ЕЛ/300812/270912/000167	Енерго-Про Продажби АД
”Уинд Енерджи” ООД	148121952	Варна	Варна	ВтЕЦ ”Крупен - 1”	Каварна	с. Крупен	3.0	11/17/2011	няма	345	УНДЖ01ВЕ0000/ЕЛ/270912/301012/000345	Енерго-Про Продажби АД
”Уинд Енерджи” ООД	148121952	Варна	Варна	ВтЕЦ ”Крупен - 1”	Каварна	с. Крупен	3.0	11/17/2011	няма	471	УНДЖ01ВЕ0000/ЕЛ/301012/291112/000471	Енерго-Про Продажби АД
”Уинд Стрийм” ООД	148121984	Варна	Варна	ВтЕЦ ”Крупен - 3”	Каварна	с. Крупен	3.0	10/23/2010	няма	772	УТРМ01ВЕ0000/ЕЛ/291211/300112/000772	Е. ОН  България Продажби АД
”Уинд Стрийм” ООД	148121984	Варна	Варна	ВтЕЦ ”Крупен - 3”	Каварна	с. Крупен	3.0	10/23/2010	няма	587	УТРМ01ВЕ0000/ЕЛ/300112/280212/000587	Е. ОН  България Продажби АД
”Уинд Стрийм” ООД	148121984	Варна	Варна	ВтЕЦ ”Крупен - 3”	Каварна	с. Крупен	3.0	10/23/2010	няма	503	УТРМ01ВЕ0000/ЕЛ/280212/290312/000503	Е. ОН  България Продажби АД
”Уинд Стрийм” ООД	148121984	Варна	Варна	ВтЕЦ ”Крупен - 3”	Каварна	с. Крупен	3.0	10/23/2010	няма	720	УТРМ01ВЕ0000/ЕЛ/290312/270412/000720	Е. ОН  България Продажби АД
”Уинд Стрийм” ООД	148121984	Варна	Варна	ВтЕЦ ”Крупен - 3”	Каварна	с. Крупен	3.0	10/23/2010	няма	391	УТРМ01ВЕ0000/ЕЛ/270412/300512/000391	Е. ОН  България Продажби АД
”Уинд Стрийм” ООД	148121984	Варна	Варна	ВтЕЦ ”Крупен - 3”	Каварна	с. Крупен	3.0	10/23/2010	няма	266	УТРМ01ВЕ0000/ЕЛ/300512/010712/000266	Е. ОН  България Продажби АД
”Уинд Стрийм” ООД	148121984	Варна	Варна	ВтЕЦ ”Крупен - 3”	Каварна	с. Крупен	3.0	10/23/2010	няма	320	УТРМ01ВЕ0000/ЕЛ/010712/300712/000320	Е. ОН  България Продажби АД
”Уинд Стрийм” ООД	148121984	Варна	Варна	ВтЕЦ ”Крупен - 3”	Каварна	с. Крупен	3.0	10/23/2010	няма	387	УТРМ01ВЕ0000/ЕЛ/300712/300812/000387	Е. ОН  България Продажби АД
”Уинд Стрийм” ООД	148121984	Варна	Варна	ВтЕЦ ”Крупен - 3”	Каварна	с. Крупен	3.0	10/23/2010	няма	154	УТРМ01ВЕ0000/ЕЛ/300812/270912/000154	Енерго-Про Продажби АД
”Уинд Стрийм” ООД	148121984	Варна	Варна	ВтЕЦ ”Крупен - 3”	Каварна	с. Крупен	3.0	10/23/2010	няма	339	УТРМ01ВЕ0000/ЕЛ/270912/301012/000339	Енерго-Про Продажби АД
”Уинд Стрийм” ООД	148121984	Варна	Варна	ВтЕЦ ”Крупен - 3”	Каварна	с. Крупен	3.0	10/23/2010	няма	432	УТРМ01ВЕ0000/ЕЛ/301012/291112/000432	Енерго-Про Продажби АД
ЕТ ”Интерпрогрес - Николай Николов”	041066674	Варна	Варна	МВЕЦ ”Неси”	Карлово	Клисура	0.6	12/21/2007	няма	4	ИНКИ01ВД0000/ЕЛ/010112/310112/000004	ЕВН България Електроснабдяване ЕАД
ЕТ ”Интерпрогрес - Николай Николов”	041066674	Варна	Варна	МВЕЦ ”Неси”	Карлово	Клисура	0.6	12/21/2007	няма	207	ИНКИ01ВД0000/ЕЛ/010212/310312/000207	ЕВН България Електроснабдяване ЕАД
ЕТ ”Интерпрогрес - Николай Николов”	041066674	Варна	Варна	МВЕЦ ”Неси”	Карлово	Клисура	0.6	12/21/2007	няма	965	ИНКИ01ВД0000/ЕЛ/010412/310712/000965	ЕВН България Електроснабдяване ЕАД
ЕТ ”Интерпрогрес - Николай Николов”	041066674	Варна	Варна	МВЕЦ ”Неси”	Карлово	Клисура	0.6	12/21/2007	няма	4	ИНКИ01ВД0000/ЕЛ/010912/311012/000004	ЕВН България Електроснабдяване ЕАД
ЕТ ”Интерпрогрес - Николай Николов”	041066674	Варна	Варна	МВЕЦ ”Неси”	Карлово	Клисура	0.6	12/21/2007	няма	5	ИНКИ01ВД0000/ЕЛ/011112/301112/000005	ЕВН България Електроснабдяване ЕАД
ЕТ ”Дивекс - 2 - Георги Георгиев”	102720414	Айтос	Айтос	ВтЕЦ ”Айтос”	Айтос	Айтос	0.5	10/6/2005	няма	75	ДИГЕ01ВЕ0000/ЕЛ/010112/310112/000075	ЕВН България Електроснабдяване ЕАД
ЕТ ”Дивекс - 2 - Георги Георгиев”	102720414	Айтос	Айтос	ВтЕЦ ”Айтос”	Айтос	Айтос	0.5	10/6/2005	няма	78	ДИГЕ01ВЕ0000/ЕЛ/010212/290212/000078	ЕВН България Електроснабдяване ЕАД
ЕТ ”Дивекс - 2 - Георги Георгиев”	102720414	Айтос	Айтос	ВтЕЦ ”Айтос”	Айтос	Айтос	0.5	10/6/2005	няма	65	ДИГЕ01ВЕ0000/ЕЛ/010312/310312/000065	ЕВН България Електроснабдяване ЕАД
ЕТ ”Дивекс - 2 - Георги Георгиев”	102720414	Айтос	Айтос	ВтЕЦ ”Айтос”	Айтос	Айтос	0.5	10/6/2005	няма	63	ДИГЕ01ВЕ0000/ЕЛ/010412/300412/000063	ЕВН България Електроснабдяване ЕАД
ЕТ ”Дивекс - 2 - Георги Георгиев”	102720414	Айтос	Айтос	ВтЕЦ ”Айтос”	Айтос	Айтос	0.5	10/6/2005	няма	57	ДИГЕ01ВЕ0000/ЕЛ/010512/310512/000057	ЕВН България Електроснабдяване ЕАД
ЕТ ”Дивекс - 2 - Георги Георгиев”	102720414	Айтос	Айтос	ВтЕЦ ”Айтос”	Айтос	Айтос	0.5	10/6/2005	няма	37	ДИГЕ01ВЕ0000/ЕЛ/010612/300612/000037	ЕВН България Електроснабдяване ЕАД
ЕТ ”Дивекс - 2 - Георги Георгиев”	102720414	Айтос	Айтос	ВтЕЦ ”Айтос”	Айтос	Айтос	0.5	10/6/2005	няма	59	ДИГЕ01ВЕ0000/ЕЛ/010712/310712/000059	ЕВН България Електроснабдяване ЕАД
ЕТ ”Дивекс - 2 - Георги Георгиев”	102720414	Айтос	Айтос	ВтЕЦ ”Айтос”	Айтос	Айтос	0.5	10/6/2005	няма	60	ДИГЕ01ВЕ0000/ЕЛ/010812/310812/000060	ЕВН България Електроснабдяване ЕАД
ЕТ ”Дивекс - 2 - Георги Георгиев”	102720414	Айтос	Айтос	ВтЕЦ ”Айтос”	Айтос	Айтос	0.5	10/6/2005	няма	53	ДИГЕ01ВЕ0000/ЕЛ/010912/300912/000053	ЕВН България Електроснабдяване ЕАД
ЕТ ”Дивекс - 2 - Георги Георгиев”	102720414	Айтос	Айтос	ВтЕЦ ”Айтос”	Айтос	Айтос	0.5	10/6/2005	няма	42	ДИГЕ01ВЕ0000/ЕЛ/011012/311012/000042	ЕВН България Електроснабдяване ЕАД
ЕТ ”Дивекс - 2 - Георги Георгиев”	102720414	Айтос	Айтос	ВтЕЦ ”Айтос”	Айтос	Айтос	0.5	10/6/2005	няма	28	ДИГЕ01ВЕ0000/ЕЛ/011112/301112/000028	ЕВН България Електроснабдяване ЕАД
”Ай Пи Зет” ЕООД	830160328	Баните	с. Баните	МВЕЦ ”Кутела”	Смолян	с. Кутела	0.364	12/1/2000	няма	3	АЙПЗ01ВД0000/ЕЛ/010112/310112/000003	ЕВН България Електроснабдяване ЕАД
”Ай Пи Зет” ЕООД	830160328	Баните	с. Баните	МВЕЦ ”Кутела”	Смолян	с. Кутела	0.364	12/1/2000	няма	4	АЙПЗ01ВД0000/ЕЛ/010212/290212/000004	ЕВН България Електроснабдяване ЕАД
”Ай Пи Зет” ЕООД	830160328	Баните	с. Баните	МВЕЦ ”Кутела”	Смолян	с. Кутела	0.364	12/1/2000	няма	49	АЙПЗ01ВД0000/ЕЛ/010312/310312/000049	ЕВН България Електроснабдяване ЕАД
”Атек” ЕООД	125032672	Пордим	с. Тотлебен	ВтЕЦ ”Коджакуз”	Търговище	Търговище	0.5	9/20/2006	няма	83	АТЕК01ВЕ0000/ЕЛ/291211/300112/000083	Е. ОН  България Продажби АД
”Атек” ЕООД	125032672	Пордим	с. Тотлебен	ВтЕЦ ”Коджакуз”	Търговище	Търговище	0.5	9/20/2006	няма	56	АТЕК01ВЕ0000/ЕЛ/300112/280212/000056	Е. ОН  България Продажби АД
”Атек” ЕООД	125032672	Пордим	с. Тотлебен	ВтЕЦ ”Коджакуз”	Търговище	Търговище	0.5	9/20/2006	няма	54	АТЕК01ВЕ0000/ЕЛ/010312/310312/000054	Е. ОН  България Продажби АД
”Атек” ЕООД	125032672	Пордим	с. Тотлебен	ВтЕЦ ”Коджакуз”	Търговище	Търговище	0.5	9/20/2006	няма	95	АТЕК01ВЕ0000/ЕЛ/290312/270412/000095	Е. ОН  България Продажби АД
”Атек” ЕООД	125032672	Пордим	с. Тотлебен	ВтЕЦ ”Коджакуз”	Търговище	Търговище	0.5	9/20/2006	няма	68	АТЕК01ВЕ0000/ЕЛ/010512/300612/000068	Е. ОН  България Продажби АД
”Атек” ЕООД	125032672	Пордим	с. Тотлебен	ВтЕЦ ”Коджакуз”	Търговище	Търговище	0.5	9/20/2006	няма	69	АТЕК01ВЕ0000/ЕЛ/010712/300812/000069	Е. ОН  България Продажби АД
”Атек” ЕООД	125032672	Пордим	с. Тотлебен	ВтЕЦ ”Коджакуз”	Търговище	Търговище	0.5	9/20/2006	няма	44	АТЕК01ВЕ0000/ЕЛ/300812/270912/000044	Енерго-Про Продажби АД
”Атек” ЕООД	125032672	Пордим	с. Тотлебен	ВтЕЦ ”Коджакуз”	Търговище	Търговище	0.5	9/20/2006	няма	54	АТЕК01ВЕ0000/ЕЛ/270912/301012/000054	Енерго-Про Продажби АД
”Атек” ЕООД	125032672	Пордим	с. Тотлебен	ВтЕЦ ”Коджакуз”	Търговище	Търговище	0.5	9/20/2006	няма	35	АТЕК01ВЕ0000/ЕЛ/301012/291112/000035	Енерго-Про Продажби АД
СД ”Вертикал - Петков и Сие”	020423883	Плевен	Плевен	ВтЕЦ ”Българево - 2”	Каварна	с. Българево	1.2	5/23/2008	няма	114	ВЕПС01ВЕ0000/ЕЛ/291211/300112/000114	Е. ОН  България Продажби АД
СД ”Вертикал - Петков и Сие”	020423883	Плевен	Плевен	ВтЕЦ ”Българево - 2”	Каварна	с. Българево	1.2	5/23/2008	няма	66	ВЕПС01ВЕ0000/ЕЛ/300112/280212/000066	Е. ОН  България Продажби АД
СД ”Вертикал - Петков и Сие”	020423883	Плевен	Плевен	ВтЕЦ ”Българево - 2”	Каварна	с. Българево	1.2	5/23/2008	няма	76	ВЕПС01ВЕ0000/ЕЛ/010312/310312/000076	Е. ОН  България Продажби АД
СД ”Вертикал - Петков и Сие”	020423883	Плевен	Плевен	ВтЕЦ ”Българево - 2”	Каварна	с. Българево	1.2	5/23/2008	няма	74	ВЕПС01ВЕ0000/ЕЛ/290312/270412/000074	Е. ОН  България Продажби АД
СД ”Вертикал - Петков и Сие”	020423883	Плевен	Плевен	ВтЕЦ ”Българево - 2”	Каварна	с. Българево	1.2	5/23/2008	няма	123	ВЕПС01ВЕ0000/ЕЛ/270412/010712/000123	Е. ОН  България Продажби АД
СД ”Вертикал - Петков и Сие”	020423883	Плевен	Плевен	ВтЕЦ ”Българево - 2”	Каварна	с. Българево	1.2	5/23/2008	няма	91	ВЕПС01ВЕ0000/ЕЛ/010712/300812/000091	Е. ОН  България Продажби АД
СД ”Вертикал - Петков и Сие”	020423883	Плевен	Плевен	ВтЕЦ ”Българево - 2”	Каварна	с. Българево	1.2	5/23/2008	няма	36	ВЕПС01ВЕ0000/ЕЛ/300812/270912/000036	Енерго-Про Продажби АД
СД ”Вертикал - Петков и Сие”	020423883	Плевен	Плевен	ВтЕЦ ”Българево - 2”	Каварна	с. Българево	1.2	5/23/2008	няма	51	ВЕПС01ВЕ0000/ЕЛ/270912/301012/000051	Енерго-Про Продажби АД
СД ”Вертикал - Петков и Сие”	020423883	Плевен	Плевен	ВтЕЦ ”Българево - 2”	Каварна	с. Българево	1.2	5/23/2008	няма	146	ВЕПС01ВЕ0000/ЕЛ/301012/291112/000146	Енерго-Про Продажби АД
”Хидро Ин” ООД	119627021	Сливен	Сливен	МВЕЦ ”Сборище”	Твърдица	с. Сборище	0.467	5/7/2009	няма	113	ХИИН01ВД0000/ЕЛ/010112/310112/000113	ЕВН България Електроснабдяване ЕАД
”Хидро Ин” ООД	119627021	Сливен	Сливен	МВЕЦ ”Сборище”	Твърдица	с. Сборище	0.467	5/7/2009	няма	139	ХИИН01ВД0000/ЕЛ/010212/290212/000139	ЕВН България Електроснабдяване ЕАД
”Хидро Ин” ООД	119627021	Сливен	Сливен	МВЕЦ ”Сборище”	Твърдица	с. Сборище	0.467	5/7/2009	няма	189	ХИИН01ВД0000/ЕЛ/010312/310312/000189	ЕВН България Електроснабдяване ЕАД
”Хидро Ин” ООД	119627021	Сливен	Сливен	МВЕЦ ”Сборище”	Твърдица	с. Сборище	0.467	5/7/2009	няма	222	ХИИН01ВД0000/ЕЛ/010412/300412/000222	ЕВН България Електроснабдяване ЕАД
”Хидро Ин” ООД	119627021	Сливен	Сливен	МВЕЦ ”Сборище”	Твърдица	с. Сборище	0.467	5/7/2009	няма	227	ХИИН01ВД0000/ЕЛ/010512/310512/000227	ЕВН България Електроснабдяване ЕАД
”Хидро Ин” ООД	119627021	Сливен	Сливен	МВЕЦ ”Сборище”	Твърдица	с. Сборище	0.467	5/7/2009	няма	179	ХИИН01ВД0000/ЕЛ/010612/300612/000179	ЕВН България Електроснабдяване ЕАД
”Хидро Ин” ООД	119627021	Сливен	Сливен	МВЕЦ ”Сборище”	Твърдица	с. Сборище	0.467	5/7/2009	няма	64	ХИИН01ВД0000/ЕЛ/010712/310712/000064	ЕВН България Електроснабдяване ЕАД
”Интерсолар Варна” АД	201031659	Варна	Варна	ФтЕЦ ”Равна гора”	Аврен	с. Равна гора	4.99	3/8/2011	няма	242	ИНВА01СЕ0000/ЕЛ/291211/300112/000242	Е. ОН  България Продажби АД
”Интерсолар Варна” АД	201031659	Варна	Варна	ФтЕЦ ”Равна гора”	Аврен	с. Равна гора	4.99	3/8/2011	няма	343	ИНВА01СЕ0000/ЕЛ/300112/280212/000343	Е. ОН  България Продажби АД
”Интерсолар Варна” АД	201031659	Варна	Варна	ФтЕЦ ”Равна гора”	Аврен	с. Равна гора	4.99	3/8/2011	няма	470	ИНВА01СЕ0000/ЕЛ/280212/290312/000470	Е. ОН  България Продажби АД
”Интерсолар Варна” АД	201031659	Варна	Варна	ФтЕЦ ”Равна гора”	Аврен	с. Равна гора	4.99	3/8/2011	няма	622	ИНВА01СЕ0000/ЕЛ/290312/270412/000622	Е. ОН  България Продажби АД
”Интерсолар Варна” АД	201031659	Варна	Варна	ФтЕЦ ”Равна гора”	Аврен	с. Равна гора	4.99	3/8/2011	няма	774	ИНВА01СЕ0000/ЕЛ/270412/300512/000774	Е. ОН  България Продажби АД
”Интерсолар Варна” АД	201031659	Варна	Варна	ФтЕЦ ”Равна гора”	Аврен	с. Равна гора	4.99	3/8/2011	няма	901	ИНВА01СЕ0000/ЕЛ/300512/010712/000901	Е. ОН  България Продажби АД
”Интерсолар Варна” АД	201031659	Варна	Варна	ФтЕЦ ”Равна гора”	Аврен	с. Равна гора	4.99	3/8/2011	няма	861	ИНВА01СЕ0000/ЕЛ/010712/300712/000861	Е. ОН  България Продажби АД
”Интерсолар Варна” АД	201031659	Варна	Варна	ФтЕЦ ”Равна гора”	Аврен	с. Равна гора	4.99	3/8/2011	няма	835	ИНВА01СЕ0000/ЕЛ/300712/300812/000835	Е. ОН  България Продажби АД
”Интерсолар Варна” АД	201031659	Варна	Варна	ФтЕЦ ”Равна гора”	Аврен	с. Равна гора	4.99	3/8/2011	няма	626	ИНВА01СЕ0000/ЕЛ/300812/270912/000626	Енерго-Про Продажби АД
”Интерсолар Варна” АД	201031659	Варна	Варна	ФтЕЦ ”Равна гора”	Аврен	с. Равна гора	4.99	3/8/2011	няма	575	ИНВА01СЕ0000/ЕЛ/270912/301012/000575	Енерго-Про Продажби АД
”Интерсолар Варна” АД	201031659	Варна	Варна	ФтЕЦ ”Равна гора”	Аврен	с. Равна гора	4.99	3/8/2011	няма	289	ИНВА01СЕ0000/ЕЛ/301012/291112/000289	Енерго-Про Продажби АД
”Съни ЕЛ” ЕООД	124712765	Добрич селска	с. Карапелит	ФтЕЦ ”Карапелит”	Добрич селска	с. Карапелит	0.0322	11/15/2011	няма	3	СЪЕЛ01СЕ0000/ЕЛ/291211/300112/000003	Е. ОН  България Продажби АД
”Съни ЕЛ” ЕООД	124712765	Добрич селска	с. Карапелит	ФтЕЦ ”Карапелит”	Добрич селска	с. Карапелит	0.0322	11/15/2011	няма	5	СЪЕЛ01СЕ0000/ЕЛ/300112/010312/000005	Е. ОН  България Продажби АД
”Съни ЕЛ” ЕООД	124712765	Добрич селска	с. Карапелит	ФтЕЦ ”Карапелит”	Добрич селска	с. Карапелит	0.0322	11/15/2011	няма	4	СЪЕЛ01СЕ0000/ЕЛ/010312/290312/000004	Е. ОН  България Продажби АД
”Съни ЕЛ” ЕООД	124712765	Добрич селска	с. Карапелит	ФтЕЦ ”Карапелит”	Добрич селска	с. Карапелит	0.0322	11/15/2011	няма	28	СЪЕЛ01СЕ0000/ЕЛ/290312/300712/000028	Е. ОН  България Продажби АД
”Балмет Солар” ООД	201182853	Русе	Русе	ФтЕЦ ”Балмет”	Русе	Русе	0.1512	8/9/2011	няма	5	БАСО01СЕ0000/ЕЛ/291211/300112/000005	Е. ОН  България Продажби АД
”Балмет Солар” ООД	201182853	Русе	Русе	ФтЕЦ ”Балмет”	Русе	Русе	0.1512	8/9/2011	няма	1	БАСО01СЕ0000/ЕЛ/300112/280212/000001	Е. ОН  България Продажби АД
”Балмет Солар” ООД	201182853	Русе	Русе	ФтЕЦ ”Балмет”	Русе	Русе	0.1512	8/9/2011	няма	16	БАСО01СЕ0000/ЕЛ/280212/290312/000016	Е. ОН  България Продажби АД
”Балмет Солар” ООД	201182853	Русе	Русе	ФтЕЦ ”Балмет”	Русе	Русе	0.1512	8/9/2011	няма	19	БАСО01СЕ0000/ЕЛ/290312/270412/000019	Е. ОН  България Продажби АД
”Балмет Солар” ООД	201182853	Русе	Русе	ФтЕЦ ”Балмет”	Русе	Русе	0.1512	8/9/2011	няма	49	БАСО01СЕ0000/ЕЛ/270412/010712/000049	Е. ОН  България Продажби АД
”Балмет Солар” ООД	201182853	Русе	Русе	ФтЕЦ ”Балмет”	Русе	Русе	0.1512	8/9/2011	няма	26	БАСО01СЕ0000/ЕЛ/010712/300712/000026	Е. ОН  България Продажби АД
”Балмет Солар” ООД	201182853	Русе	Русе	ФтЕЦ ”Балмет”	Русе	Русе	0.1512	8/9/2011	няма	41	БАСО01СЕ0000/ЕЛ/300712/270912/000041	Енерго-Про Продажби АД
”Балмет Солар” ООД	201182853	Русе	Русе	ФтЕЦ ”Балмет”	Русе	Русе	0.1512	8/9/2011	няма	15	БАСО01СЕ0000/ЕЛ/270912/301012/000015	Енерго-Про Продажби АД
