cord	ot	do	mw	podpomagane	dostavchik	podni
152	010312	310312	19	няма	ЧЕЗ	4,5,4,3,3
152	010412	300412	59	няма	ЧЕЗ	2,14,14,14,14,1
152	010512	310512	75	няма	ЧЕЗ	13,17,18,17,10
152	010612	300612	80	няма	ЧЕЗ	9,21,18,17,15
152	010712	310712	84	няма	ЧЕЗ	3,21,20,18,17,5
152	010812	310812	84	няма	ЧЕЗ	15,21,18,18,12
152	010912	300912	66	няма	ЧЕЗ	4,14,14,17,17
152	011012	311012	62	няма	ЧЕЗ	14,14,14,14,6
152	011112	301112	47	няма	ЧЕЗ	8,11,10,11,7
153	010112	310112	42	няма	EVN	1,7,10,11,10,3
153	010212	290212	40	няма	EVN	5,10,10,11,4
153	010312	310312	67	няма	EVN	8,14,14,16,15
153	010412	300412	84	няма	EVN	3,21,21,19,18,2
153	010512	310512	83	няма	EVN	18,20,18,17,10
153	010612	300612	119	няма	EVN	12,28,28,28,23
153	010712	310712	120	няма	EVN	4,28,28,28,25,7
153	010812	310812	91	няма	EVN	15,21,21,21,13
153	010912	300912	107	няма	EVN	8,26,24,25,24
153	011012	311012	73	няма	EVN	14,17,17,18,7
153	011112	301112	32	няма	EVN	4,7,7,7,7
154	010112	310112	3	няма	EVN	0,0,0,0,2,1
154	010212	290212	3	няма	EVN	0,0,0,2,1
154	010312	310312	5	няма	EVN	0,0,0,2,3
154	010412	300412	7	няма	EVN	0,0,0,3,4,0
154	010512	300612	13	няма	EVN	0,0,0,0,0,3,4,3,3
154	010712	310712	8	няма	EVN	0,0,0,4,3,1
154	010812	310812	8	няма	EVN	0,0,2,4,2
154	010912	300912	7	няма	EVN	0,0,0,4,3
154	011012	311012	6	няма	EVN	0,0,1,4,1
154	011112	301112	2	няма	EVN	0,0,0,0,2
155	010112	310112	42	ПРСР, Мярка 312	ЧЕЗ	1,7,10,11,10,3
155	010212	290212	64	ПРСР, Мярка 312	ЧЕЗ	10,14,15,18,7
155	010312	310312	161	ПРСР, Мярка 312	ЧЕЗ	20,35,35,38,33
155	010412	300412	170	ПРСР, Мярка 312	ЧЕЗ	6,42,40,38,39,5
155	010512	310512	162	ПРСР, Мярка 312	ЧЕЗ	30,35,37,38,22
155	010612	300612	79	ПРСР, Мярка 312	ЧЕЗ	9,20,18,17,15
155	010712	310712	11	ПРСР, Мярка 312	ЧЕЗ	0,0,3,4,3,1
155	010812	310812	3	ПРСР, Мярка 312	ЧЕЗ	0,0,0,1,2
155	010912	300912	2	ПРСР, Мярка 312	ЧЕЗ	0,0,0,0,2
155	011012	311012	3	ПРСР, Мярка 312	ЧЕЗ	0,0,0,2,1
155	011112	301112	1	ПРСР, Мярка 312	ЧЕЗ	0,0,0,0,1
156	010112	310112	1	няма	ЧЕЗ	0,0,0,0,0,1
156	010212	290212	1	няма	ЧЕЗ	0,0,0,0,1
156	010312	310312	3	няма	ЧЕЗ	0,0,0,0,3
156	010412	300412	3	няма	ЧЕЗ	0,0,0,0,3,0
156	010512	310512	4	няма	ЧЕЗ	0,0,0,2,2
156	010612	300612	4	няма	ЧЕЗ	0,0,0,1,3
157	010112	310112	50	няма	ЧЕЗ	2,14,10,11,10,3
157	010212	290212	61	няма	ЧЕЗ	10,14,14,16,7
157	010312	310312	181	няма	ЧЕЗ	24,42,42,40,33
157	010512	310512	624	няма	ЧЕЗ	120,140,140,142,82
157	010412	300412	514	няма	ЧЕЗ	17,119,119,119,123,17
157	010612	300612	588	няма	ЧЕЗ	60,138,137,136,117
157	010712	310712	215	няма	ЧЕЗ	7,49,49,49,48,13
157	010812	310812	80	няма	ЧЕЗ	15,18,17,18,12
157	010912	300912	126	няма	ЧЕЗ	8,28,28,31,31
157	011012	311012	123	няма	ЧЕЗ	28,28,28,28,11
157	011112	301112	254	няма	ЧЕЗ	33,60,59,60,42
158	010112	310112	24	няма	ЧЕЗ	1,7,7,5,3,1
158	010212	290212	25	няма	ЧЕЗ	5,7,7,5,1
158	010312	310312	85	няма	ЧЕЗ	12,21,20,17,15
158	010412	300412	113	няма	ЧЕЗ	4,28,28,25,25,3
158	010512	310512	86	няма	ЧЕЗ	18,21,20,17,10
158	010612	300612	26	няма	ЧЕЗ	3,7,7,6,3
158	010712	310712	5	няма	ЧЕЗ	0,0,0,1,3,1
158	010812	310812	3	няма	ЧЕЗ	0,0,0,1,2
158	010912	300912	2	няма	ЧЕЗ	0,0,0,0,2
158	011012	311012	4	няма	ЧЕЗ	0,0,0,3,1
158	011112	301112	4	няма	ЧЕЗ	0,0,0,2,2
159	010112	310112	33	няма	ЧЕЗ	1,7,7,7,8,3
159	010212	290212	37	няма	ЧЕЗ	5,7,10,11,4
159	010312	310312	90	няма	ЧЕЗ	12,21,21,21,15
159	010412	300412	197	няма	ЧЕЗ	7,47,46,45,46,6
159	010512	310512	202	няма	ЧЕЗ	40,45,46,45,26
159	010612	300612	149	няма	ЧЕЗ	15,35,35,35,29
159	010712	310712	125	няма	ЧЕЗ	4,28,28,28,28,9
159	010812	310812	78	няма	ЧЕЗ	13,18,17,18,12
159	010912	311012	102	няма	ЧЕЗ	4,14,14,13,11,10,11,10,11,4
159	011112	301112	42	няма	ЧЕЗ	4,10,10,11,7
160	010112	310112	4	ПРСР, Мярка 312	ЧЕЗ	0,0,0,0,3,1
160	010212	310312	19	ПРСР, Мярка 312	ЧЕЗ	0,0,0,2,4,3,4,3,3
160	010412	300412	13	ПРСР, Мярка 312	ЧЕЗ	0,2,4,3,4,0
160	010512	310512	13	ПРСР, Мярка 312	ЧЕЗ	1,3,4,3,2
160	010612	300612	16	ПРСР, Мярка 312	ЧЕЗ	3,3,4,3,3
160	010712	310712	18	ПРСР, Мярка 312	ЧЕЗ	1,6,3,4,3,1
160	010812	310812	16	ПРСР, Мярка 312	ЧЕЗ	3,4,3,4,2
160	010912	300912	14	ПРСР, Мярка 312	ЧЕЗ	0,4,3,4,3
160	011012	311012	10	ПРСР, Мярка 312	ЧЕЗ	0,2,3,4,1
160	011112	301112	5	ПРСР, Мярка 312	ЧЕЗ	0,0,0,3,2
161	010112	310112	6	няма	EVN	0,0,0,2,3,1
161	010212	290212	7	няма	EVN	0,0,2,4,1
161	010312	310312	13	няма	EVN	0,3,4,3,3
161	010412	300412	15	няма	EVN	1,3,4,3,4,0
161	010512	310512	14	няма	EVN	2,3,4,3,2
161	010612	300612	18	няма	EVN	3,5,4,3,3
161	010712	310712	17	няма	EVN	1,5,3,4,3,1
161	010812	310812	16	няма	EVN	3,4,3,4,2
161	010912	300912	14	няма	EVN	0,4,3,4,3
161	011012	311012	11	няма	EVN	0,3,3,4,1
161	011112	301112	7	няма	EVN	0,0,1,4,2
162	010112	310112	6	ПРСР, Мярка 312	EVN	0,0,0,2,3,1
162	010212	290212	8	ПРСР, Мярка 312	EVN	0,0,3,4,1
162	010312	310312	12	ПРСР, Мярка 312	EVN	0,2,4,3,3
162	010412	310712	61	ПРСР, Мярка 312	EVN	1,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,1
162	010812	310812	16	ПРСР, Мярка 312	EVN	3,4,3,4,2
162	010912	300912	13	ПРСР, Мярка 312	EVN	0,3,3,4,3
162	011012	311012	11	ПРСР, Мярка 312	EVN	0,3,3,4,1
162	011112	301112	6	ПРСР, Мярка 312	EVN	0,0,0,4,2
163	010112	310112	41	няма	EVN	1,7,9,11,10,3
163	010212	280212	23	няма	EVN	5,7,7,3,1
163	010312	310312	30	няма	EVN	4,7,7,7,5
163	010412	300412	60	няма	EVN	2,14,14,14,14,2
163	010612	300612	30	няма	EVN	3,7,7,7,6
163	010712	310712	15	няма	EVN	0,4,3,4,3,1
163	010812	310812	12	няма	EVN	0,3,3,4,2
163	010912	300912	18	няма	EVN	2,6,3,4,3
163	011012	311012	35	няма	EVN	7,7,7,10,4
163	011112	301112	27	няма	EVN	4,7,7,7,2
164	010112	310112	76	няма	EVN	2,17,17,18,17,5
164	010212	280212	54	няма	EVN	10,14,14,13,3
164	010312	310312	41	няма	EVN	4,7,11,10,9
164	010412	300412	67	няма	EVN	2,14,14,17,18,2
164	010612	300612	65	няма	EVN	6,14,14,16,15
164	010712	310712	35	няма	EVN	1,7,7,7,10,3
164	010812	310812	28	няма	EVN	5,7,7,7,2
164	010912	300912	38	няма	EVN	2,7,8,11,10
164	011012	311012	38	няма	EVN	7,7,9,11,4
164	011112	301112	42	няма	EVN	4,10,10,11,7
165	010112	310112	20	няма	ЧЕЗ	1,7,4,4,3,1
165	010212	290212	34	няма	ЧЕЗ	5,7,7,11,4
165	010312	310312	177	няма	ЧЕЗ	24,42,40,38,33
165	010412	300412	244	няма	ЧЕЗ	8,56,56,56,60,8
165	010512	310512	253	няма	ЧЕЗ	48,56,56,59,34
165	010612	300612	147	няма	ЧЕЗ	15,35,35,35,27
165	010712	310712	2	няма	ЧЕЗ	0,0,0,0,1,1
165	010812	310812	1	няма	ЧЕЗ	0,0,0,0,1
165	010912	300912	4	няма	ЧЕЗ	0,0,0,1,3
165	011012	311012	9	няма	ЧЕЗ	0,1,3,4,1
165	011112	301112	19	няма	ЧЕЗ	4,6,3,4,2
166	010112	310112	58	няма	ЧЕЗ	2,14,14,14,11,3
166	010212	290212	69	няма	ЧЕЗ	10,17,17,18,7
166	010312	310312	144	няма	ЧЕЗ	20,34,32,31,27
166	010412	300412	399	няма	ЧЕЗ	13,91,93,94,95,13
166	010512	310512	433	няма	ЧЕЗ	84,98,98,98,55
166	010612	300612	293	няма	ЧЕЗ	30,70,70,66,57
166	010712	310712	147	няма	ЧЕЗ	5,35,35,32,31,9
166	010812	310812	85	няма	ЧЕЗ	15,21,19,18,12
166	010912	300912	55	няма	ЧЕЗ	4,14,14,13,10
166	011012	311012	56	няма	ЧЕЗ	14,14,13,11,4
166	011112	301112	71	няма	ЧЕЗ	8,16,17,18,12
167	010112	310112	58	няма	ЧЕЗ	2,14,14,14,11,3
167	010212	290212	58	няма	ЧЕЗ	10,14,14,14,6
