cord	ot	do	mw	podpomagane	dostavchik	podni
405	010612	300612	293	няма	ЧЕЗ	30,70,70,66,57
405	010712	310712	163	няма	ЧЕЗ	5,35,35,39,38,11
405	010812	310812	81	няма	ЧЕЗ	15,19,17,18,12
405	010912	300912	112	няма	ЧЕЗ	8,28,27,25,24
405	011012	311012	122	няма	ЧЕЗ	28,28,28,28,10
405	011112	301112	121	няма	ЧЕЗ	16,28,28,28,21
406	010112	310112	13	няма	ЧЕЗ	0,2,3,4,3,1
406	010212	290212	20	няма	ЧЕЗ	5,7,3,4,1
406	010312	310312	22	няма	ЧЕЗ	4,7,5,3,3
406	010412	300412	60	няма	ЧЕЗ	2,14,14,14,14,2
406	010512	310512	131	няма	ЧЕЗ	24,28,30,31,18
406	010612	300612	84	няма	ЧЕЗ	9,21,21,18,15
406	010712	310712	6	няма	ЧЕЗ	0,0,0,2,3,1
406	010912	300912	8	няма	ЧЕЗ	0,0,1,4,3
406	011012	311012	18	няма	ЧЕЗ	6,4,3,4,1
406	011112	301112	36	няма	ЧЕЗ	4,7,7,11,7
407	010112	310112	86	няма	ЧЕЗ	3,21,21,19,17,5
407	010212	290212	114	няма	ЧЕЗ	20,28,28,28,10
407	010312	310312	173	няма	ЧЕЗ	24,39,39,38,33
407	010412	300412	247	няма	ЧЕЗ	8,56,56,59,60,8
407	010512	310512	220	няма	ЧЕЗ	42,49,49,50,30
407	010612	300612	173	няма	ЧЕЗ	18,42,42,38,33
407	010712	310712	23	няма	ЧЕЗ	1,7,7,4,3,1
407	010912	300912	14	няма	ЧЕЗ	0,4,3,4,3
407	011012	311012	30	няма	ЧЕЗ	7,7,7,7,2
407	011112	301112	103	няма	ЧЕЗ	12,25,24,25,17
408	010112	310112	8	няма	ЧЕЗ	0,0,0,4,3,1
408	010212	290212	15	няма	ЧЕЗ	3,4,3,4,1
408	010312	310312	70	няма	ЧЕЗ	8,14,16,17,15
408	010412	300412	246	няма	ЧЕЗ	8,56,56,58,60,8
408	010512	310512	283	няма	ЧЕЗ	54,63,63,65,38
408	010612	300612	183	няма	ЧЕЗ	18,42,42,42,39
408	010712	310712	54	няма	ЧЕЗ	2,14,14,11,10,3
408	010812	310812	38	няма	ЧЕЗ	5,7,8,11,7
408	010912	300912	17	няма	ЧЕЗ	2,5,3,4,3
408	011012	311012	27	няма	ЧЕЗ	7,7,7,5,1
408	011112	301112	49	няма	ЧЕЗ	8,13,10,11,7
409	010112	310112	134	няма	ЧЕЗ	4,28,30,32,31,9
409	010212	290212	145	няма	ЧЕЗ	25,35,35,35,15
409	010312	310312	107	няма	ЧЕЗ	13,24,25,24,21
409	010412	300412	79	няма	ЧЕЗ	3,21,18,17,18,2
409	010512	310512	38	няма	ЧЕЗ	6,7,9,10,6
409	010612	300612	29	няма	ЧЕЗ	3,7,7,7,5
409	010712	310712	34	няма	ЧЕЗ	1,7,7,7,9,3
409	010812	310812	32	няма	ЧЕЗ	5,7,7,7,6
409	010912	300912	33	няма	ЧЕЗ	2,7,7,7,10
409	011012	311012	39	няма	ЧЕЗ	7,7,10,11,4
409	011112	301112	42	няма	ЧЕЗ	4,10,10,11,7
410	010112	310112	7	няма	EVN	0,0,0,3,3,1
410	010212	290212	4	няма	EVN	0,0,0,3,1
410	010312	310312	16	няма	EVN	3,3,4,3,3
410	010412	310712	100	няма	EVN	1,7,7,7,7,7,7,7,7,7,7,7,4,3,4,3,4,3,1
410	010812	310812	28	няма	EVN	5,7,7,7,2
410	010912	300912	23	няма	EVN	2,7,7,4,3
410	011012	311012	18	няма	EVN	6,4,3,4,1
410	011112	301112	9	няма	EVN	0,0,3,4,2
411	291211	300112	1405	няма	EON	172,298,298,297,298,42
411	310112	280212	1273	няма	EON	264,308,308,306,87
411	290212	290312	782	няма	EON	130,182,182,182,106
411	300312	270412	965	няма	EON	99,231,233,235,167
411	280412	300512	688	няма	EON	42,147,147,147,144,61
411	310512	010712	386	няма	EON	48,84,84,84,86
411	020712	300712	642	няма	EON	154,154,154,158,22
411	310712	300812	731	няма	EON	144,164,165,164,94
411	310812	270912	551	няма	Енерго-Про Продажби	60,140,137,136,78
411	280912	301012	806	няма	Енерго-Про Продажби	72,171,171,172,171,49
411	311012	291112	839	няма	Енерго-Про Продажби	140,196,196,196,111
412	291211	300112	614	няма	EON	76,131,130,129,130,18
412	310112	280212	397	няма	EON	84,97,95,94,27
412	290212	290312	420	няма	EON	70,98,98,98,56
412	300312	270412	482	няма	EON	51,118,115,116,82
412	280412	300512	358	няма	EON	22,77,77,77,74,31
412	310512	010712	189	няма	EON	24,42,42,42,39
412	020712	300712	333	няма	EON	80,81,80,81,11
412	310712	300812	365	няма	EON	72,84,83,80,46
412	310812	270912	280	няма	Енерго-Про Продажби	30,70,70,70,40
412	280912	301012	410	няма	Енерго-Про Продажби	36,87,87,88,87,25
412	311012	291112	446	няма	Енерго-Про Продажби	75,105,105,103,58
413	291211	300112	656	няма	EON	80,140,140,140,137,19
413	310112	280212	562	няма	EON	114,136,137,136,39
413	290212	290312	389	няма	EON	65,91,91,91,51
413	300312	270412	452	няма	EON	48,110,108,109,77
413	280412	300512	326	няма	EON	20,70,70,70,68,28
413	310512	010712	161	няма	EON	20,35,35,35,36
413	020712	300712	224	няма	EON	56,56,52,53,7
413	310712	300812	310	няма	EON	60,70,70,70,40
413	310812	270912	222	няма	Енерго-Про Продажби	24,56,56,56,30
413	280912	301012	347	няма	Енерго-Про Продажби	32,74,73,74,73,21
413	311012	291112	367	няма	Енерго-Про Продажби	60,84,86,87,50
414	010112	310112	104	няма	EVN	3,21,24,25,24,7
414	010212	290212	138	няма	EVN	25,35,33,32,13
414	010312	310312	225	няма	EVN	28,49,51,52,45
414	010412	300412	274	няма	EVN	9,63,63,63,67,9
414	010512	300612	620	няма	EVN	60,70,70,70,70,70,74,73,63
414	010712	310712	338	няма	EVN	11,77,77,77,75,21
414	010812	310812	276	няма	EVN	45,63,63,63,42
414	010912	300912	201	няма	EVN	14,49,47,46,45
414	011012	311012	176	няма	EVN	42,41,38,39,16
414	011112	301112	107	няма	EVN	16,25,24,25,17
415	010112	310112	32	няма	ЧЕЗ	1,7,7,7,7,3
415	010212	290212	32	няма	ЧЕЗ	5,7,7,9,4
415	010312	310312	41	няма	ЧЕЗ	4,7,11,10,9
415	010412	300412	43	няма	ЧЕЗ	1,9,11,10,11,1
415	010512	310512	81	няма	ЧЕЗ	18,18,18,17,10
415	010612	300612	87	няма	ЧЕЗ	9,21,21,21,15
415	010712	310712	80	няма	ЧЕЗ	3,20,17,18,17,5
415	010812	310812	65	няма	ЧЕЗ	10,14,14,15,12
415	010912	300912	58	няма	ЧЕЗ	4,14,14,14,12
415	011012	311012	47	няма	ЧЕЗ	11,11,10,11,4
415	011112	301112	52	няма	ЧЕЗ	8,14,12,11,7
416	010112	310112	58	няма	EVN	2,14,14,14,11,3
416	010212	290212	54	няма	EVN	10,14,14,12,4
416	010312	310312	74	няма	EVN	8,16,18,17,15
416	010412	300412	95	няма	EVN	3,21,21,22,25,3
416	010512	300612	205	няма	EVN	18,21,23,24,25,24,25,24,21
416	010712	310712	116	няма	EVN	4,28,28,25,24,7
416	010812	310812	101	няма	EVN	15,21,23,25,17
416	010912	300912	94	няма	EVN	6,21,21,22,24
416	011012	311012	77	няма	EVN	17,18,17,18,7
416	011112	301112	41	няма	EVN	4,9,10,11,7
417	010112	310112	35	няма	EVN	1,7,7,7,10,3
417	010212	280212	30	няма	EVN	5,7,7,8,3
417	010312	310312	19	няма	EVN	4,5,4,3,3
417	010412	300412	26	няма	EVN	1,7,7,7,4,0
417	010512	310512	31	няма	EVN	6,7,7,7,4
417	010612	310712	30	няма	EVN	1,4,3,4,3,4,3,4,3,1
417	010812	310812	14	няма	EVN	1,4,3,4,2
417	010912	300912	21	няма	EVN	2,7,5,4,3
417	011012	311012	28	няма	EVN	7,7,7,6,1
417	011112	301112	27	няма	EVN	4,7,7,7,2
418	291211	300112	1	няма	EON	0,0,0,0,1,0
418	310112	300712	17	няма	EON	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,4,0
419	291211	300112	743	няма	EON	91,157,158,157,158,22
419	310112	280212	573	няма	EON	120,140,138,136,39
419	290212	290312	478	няма	EON	80,112,112,112,62
419	300312	270412	612	няма	EON	63,147,147,148,107
419	280412	300512	356	няма	EON	22,77,77,75,74,31
419	310512	010712	223	няма	EON	28,49,49,49,48
419	020712	300712	257	няма	EON	63,63,63,60,8
419	310712	300812	340	няма	EON	66,77,77,77,43
419	310812	270912	251	няма	Енерго-Про Продажби	27,63,63,63,35
419	280912	301012	389	няма	Енерго-Про Продажби	36,84,84,82,80,23
419	311012	291112	382	няма	Енерго-Про Продажби	65,91,89,87,50
420	291211	300112	1461	няма	EON	176,308,310,311,312,44
420	310112	280212	960	няма	EON	198,231,231,233,67
420	290212	290312	946	няма	EON	159,220,221,220,126
420	300312	270412	1287	няма	EON	132,310,311,312,222
420	280412	300512	717	няма	EON	44,154,154,150,151,64
420	310512	010712	498	няма	EON	64,109,108,109,108
420	020712	300712	534	няма	EON	127,130,129,130,18
420	310712	300812	672	няма	EON	132,153,151,150,86
420	310812	270912	432	няма	Енерго-Про Продажби	45,108,109,108,62
420	280912	301012	782	няма	Енерго-Про Продажби	72,168,166,165,164,47
420	311012	291112	655	няма	Енерго-Про Продажби	110,154,154,151,86
421	291211	300112	1512	няма	EON	184,322,322,320,319,45
421	310112	280212	1130	няма	EON	234,273,273,273,77
421	290212	290312	981	няма	EON	165,231,228,227,130
421	300312	270412	884	няма	EON	91,214,213,214,152
421	280412	300512	725	няма	EON	44,154,154,154,154,65
421	310512	010712	465	няма	EON	59,102,101,102,101
421	020712	300712	591	няма	EON	140,144,143,144,20
421	310712	300812	686	няма	EON	132,154,154,156,90
421	310812	270912	516	няма	Енерго-Про Продажби	54,129,130,129,74
421	280912	301012	748	няма	Енерго-Про Продажби	69,161,158,158,157,45
421	311012	291112	769	няма	Енерго-Про Продажби	130,180,179,178,102
422	291211	300112	1476	няма	EON	180,315,314,311,312,44
422	310112	280212	1096	няма	EON	228,266,265,262,75
422	290212	290312	846	няма	EON	140,196,197,199,114
422	300312	270412	1132	няма	EON	117,273,273,273,196
422	280412	300512	736	няма	EON	44,154,156,157,158,67
422	310512	010712	473	няма	EON	60,105,105,102,101
422	020712	300712	577	няма	EON	140,140,140,138,19
422	310712	300812	743	няма	EON	144,168,168,168,95
422	310812	270912	560	няма	Енерго-Про Продажби	60,140,140,140,80
422	280912	301012	789	няма	Енерго-Про Продажби	72,168,168,168,166,47
422	311012	291112	793	няма	Енерго-Про Продажби	131,185,186,185,106
423	291211	300112	1368	няма	EON	165,290,291,290,291,41
423	310112	280212	973	няма	EON	203,234,235,234,67
423	290212	290312	835	няма	EON	140,196,196,193,110
423	300312	270412	1107	няма	EON	114,266,266,269,192
423	280412	300512	720	няма	EON	44,154,154,153,151,64
423	310512	010712	432	няма	EON	54,95,94,95,94
423	020712	300712	553	няма	EON	133,133,133,135,19
423	310712	300812	687	няма	EON	132,154,154,157,90
423	310812	270912	515	няма	Енерго-Про Продажби	54,128,130,129,74
423	280912	301012	668	няма	Енерго-Про Продажби	60,140,140,144,143,41
423	311012	291112	695	няма	Енерго-Про Продажби	115,161,161,164,94
424	291211	300112	1427	няма	EON	172,301,302,304,305,43
424	310112	280212	1071	няма	EON	222,259,259,258,73
424	290212	290312	931	няма	EON	155,217,217,217,125
424	300312	270412	1215	няма	EON	126,294,294,294,207
424	280412	300512	709	няма	EON	43,150,151,150,151,64
424	310512	010712	432	няма	EON	54,95,94,95,94
424	020712	300712	585	няма	EON	140,140,141,144,20
424	310712	300812	691	няма	EON	132,154,158,157,90
424	310812	270912	526	няма	Енерго-Про Продажби	57,133,133,129,74
424	280912	301012	801	няма	Енерго-Про Продажби	72,168,169,172,171,49
424	311012	291112	821	няма	Енерго-Про Продажби	135,191,193,192,110
425	291211	300112	861	няма	EON	104,182,182,182,185,26
425	310112	280212	616	няма	EON	126,147,150,150,43
425	290212	290312	543	няма	EON	90,126,126,127,74
425	300312	270412	592	няма	EON	60,143,143,144,102
425	280412	300512	437	няма	EON	26,91,91,94,95,40
425	310512	010712	245	няма	EON	32,56,52,53,52
425	020712	300712	350	няма	EON	84,84,84,86,12
425	310712	300812	402	няма	EON	78,91,91,91,51
425	310812	270912	292	няма	Енерго-Про Продажби	30,73,74,73,42
425	280912	301012	464	няма	Енерго-Про Продажби	42,98,98,98,99,29
425	311012	291112	473	няма	Енерго-Про Продажби	80,112,111,108,62
426	291211	300112	1381	няма	EON	168,294,294,293,291,41
426	310112	280212	1139	няма	EON	234,273,277,276,79
426	290212	290312	888	няма	EON	150,207,207,206,118
426	300312	270412	1110	няма	EON	114,266,268,270,192
426	280412	300512	776	няма	EON	48,164,165,164,165,70
426	310512	010712	470	няма	EON	60,105,102,102,101
426	020712	300712	593	няма	EON	142,144,143,144,20
426	310712	300812	747	няма	EON	144,168,168,169,98
426	310812	270912	573	няма	Енерго-Про Продажби	61,143,144,143,82
426	280912	301012	831	няма	Енерго-Про Продажби	75,175,175,177,178,51
426	311012	291112	832	няма	Енерго-Про Продажби	140,196,194,192,110
427	291211	300112	1343	няма	EON	164,287,285,283,284,40
427	310112	280212	1053	няма	EON	216,253,256,255,73
427	290212	290312	828	няма	EON	140,193,193,192,110
427	300312	270412	1101	няма	EON	114,266,266,266,189
427	280412	300512	692	няма	EON	42,147,147,147,147,62
427	310512	010712	449	няма	EON	56,98,98,98,99
427	020712	300712	592	няма	EON	141,144,143,144,20
427	310712	300812	597	няма	EON	114,133,136,136,78
427	310812	270912	529	няма	Енерго-Про Продажби	57,133,133,132,74
427	280912	301012	802	няма	Енерго-Про Продажби	72,168,170,172,171,49
427	311012	291112	747	няма	Енерго-Про Продажби	125,175,175,174,98
428	010112	310112	5	няма	EVN	0,0,0,1,3,1
428	010212	280212	7	няма	EVN	0,0,3,3,1
428	010312	310312	10	няма	EVN	0,0,4,3,3
428	010412	300412	12	няма	EVN	0,1,4,3,4,0
428	010512	310512	12	няма	EVN	0,3,4,3,2
428	010612	300612	15	няма	EVN	2,3,4,3,3
428	010712	310712	15	няма	EVN	0,4,3,4,3,1
428	010812	310812	13	няма	EVN	0,4,3,4,2
428	010912	300912	13	няма	EVN	0,3,3,4,3
428	011012	311012	10	няма	EVN	0,2,3,4,1
428	011112	301112	5	няма	EVN	0,0,0,3,2
429	010112	310112	5	няма	EVN	0,0,0,1,3,1
429	010212	280212	7	няма	EVN	0,0,3,3,1
429	010312	310312	10	няма	EVN	0,0,4,3,3
429	010412	300412	13	няма	EVN	0,2,4,3,4,0
429	010512	310512	11	няма	EVN	0,2,4,3,2
429	010612	300612	15	няма	EVN	2,3,4,3,3
429	010712	310712	15	няма	EVN	0,4,3,4,3,1
429	010812	310812	13	няма	EVN	0,4,3,4,2
429	010912	300912	13	няма	EVN	0,3,3,4,3
429	011012	311012	10	няма	EVN	0,2,3,4,1
429	011112	301112	5	няма	EVN	0,0,0,3,2
430	010112	310112	81	няма	EVN	3,21,17,18,17,5
430	010212	280212	107	няма	EVN	20,28,28,24,7
430	010312	310312	205	няма	EVN	28,47,46,45,39
430	010412	300412	232	няма	EVN	8,56,56,52,53,7
430	010512	310512	229	няма	EVN	42,52,53,52,30
430	010612	300612	284	няма	EVN	28,66,67,66,57
430	010712	310712	290	няма	EVN	9,63,66,67,66,19
430	010812	310812	264	няма	EVN	43,60,59,60,42
430	010912	300912	233	няма	EVN	16,56,56,53,52
430	011012	311012	176	няма	EVN	42,41,38,39,16
430	011112	301112	97	няма	EVN	12,21,22,25,17
431	010112	310112	44	няма	ЧЕЗ	1,9,10,11,10,3
431	010212	290212	97	няма	ЧЕЗ	15,23,24,25,10
431	010312	310312	203	няма	ЧЕЗ	28,45,46,45,39
431	010412	300412	558	няма	ЧЕЗ	19,132,130,129,130,18
431	010512	310512	736	няма	ЧЕЗ	144,168,166,164,94
431	010612	300612	307	няма	ЧЕЗ	30,70,71,73,63
431	010712	310712	79	няма	ЧЕЗ	3,19,17,18,17,5
431	010812	310812	27	няма	ЧЕЗ	5,7,7,6,2
431	010912	300912	7	няма	ЧЕЗ	0,0,0,4,3
431	011012	311012	17	няма	ЧЕЗ	5,4,3,4,1
431	011112	301112	94	няма	ЧЕЗ	12,21,21,23,17
432	010112	310112	60	няма	EVN	2,14,14,14,13,3
432	010212	290212	71	няма	EVN	11,18,17,18,7
432	010312	310312	131	няма	EVN	16,28,29,31,27
432	010412	310712	446	няма	EVN	4,28,28,28,28,28,26,24,25,24,25,24,25,24,25,24,25,24,7
432	010812	310812	47	няма	EVN	8,11,10,11,7
432	010912	300912	66	няма	EVN	4,14,14,17,17
432	011012	311012	64	няма	EVN	14,14,14,15,7
432	011112	301112	50	няма	EVN	8,14,10,11,7
433	291211	300112	1547	няма	EON	188,329,329,329,326,46
433	310112	280212	1049	няма	EON	216,252,253,255,73
433	290212	290312	971	няма	EON	160,226,228,227,130
433	300312	270412	1088	няма	EON	113,263,262,263,187
433	280412	300512	883	няма	EON	54,189,189,186,186,79
433	310512	010712	490	няма	EON	60,105,108,109,108
433	020712	300712	553	няма	EON	133,133,133,135,19
433	310712	300812	762	няма	EON	150,171,172,171,98
433	310812	270912	590	няма	Енерго-Про Продажби	63,147,147,147,86
433	280912	301012	795	няма	Енерго-Про Продажби	72,168,168,168,170,49
433	311012	291112	802	няма	Енерго-Про Продажби	135,189,187,185,106
434	291211	300112	748	няма	EON	92,161,158,157,158,22
434	310112	280212	343	няма	EON	72,84,84,80,23
434	290212	290312	495	няма	EON	83,115,116,115,66
434	300312	270412	524	няма	EON	54,126,126,126,92
434	280412	300512	437	няма	EON	26,91,91,94,95,40
434	310512	010712	214	няма	EON	28,49,46,46,45
434	020712	300712	336	няма	EON	83,81,80,81,11
434	310712	300812	403	няма	EON	78,91,91,91,52
434	310812	270912	273	няма	Енерго-Про Продажби	30,70,69,66,38
434	280912	301012	426	няма	Енерго-Про Продажби	39,91,91,91,89,25
434	311012	291112	437	няма	Енерго-Про Продажби	75,101,102,101,58
435	291211	300112	697	няма	EON	84,147,147,147,151,21
435	310112	280212	522	няма	EON	108,126,126,126,36
435	290212	290312	500	няма	EON	85,118,116,115,66
435	300312	270412	501	няма	EON	51,119,121,123,87
435	280412	300512	455	няма	EON	28,98,98,96,95,40
435	310512	010712	253	няма	EON	32,56,56,56,53
435	020712	300712	348	няма	EON	84,84,84,84,12
435	310712	300812	387	няма	EON	75,87,88,87,50
435	310812	270912	281	няма	Енерго-Про Продажби	30,70,70,70,41
435	280912	301012	440	няма	Енерго-Про Продажби	39,91,94,95,94,27
435	311012	291112	438	няма	Енерго-Про Продажби	75,102,102,101,58
436	291211	300112	794	няма	EON	96,168,168,168,170,24
436	310112	280212	546	няма	EON	114,133,133,129,37
436	290212	290312	547	няма	EON	90,126,128,129,74
436	300312	270412	735	няма	EON	75,176,178,179,127
436	280412	300512	419	няма	EON	26,91,90,87,88,37
436	310512	010712	286	няма	EON	36,63,63,63,61
436	020712	300712	369	няма	EON	91,91,87,88,12
436	310712	300812	400	няма	EON	78,91,91,90,50
436	310812	270912	303	няма	Енерго-Про Продажби	33,77,77,74,42
436	280912	301012	490	няма	Енерго-Про Продажби	45,105,105,105,101,29
436	311012	291112	447	няма	Енерго-Про Продажби	75,105,105,104,58
437	010112	310112	3	няма	EVN	0,0,0,0,2,1
437	010212	290212	6	няма	EVN	0,0,1,4,1
437	010312	310312	10	няма	EVN	0,0,4,3,3
437	010412	300412	13	няма	EVN	0,2,4,3,4,0
437	010512	310512	15	няма	EVN	3,3,4,3,2
437	010612	300612	20	няма	EVN	3,7,4,3,3
437	010712	310712	20	няма	EVN	1,7,4,4,3,1
437	010812	310812	17	няма	EVN	4,4,3,4,2
437	010912	300912	12	няма	EVN	0,2,3,4,3
437	011012	311012	8	няма	EVN	0,0,3,4,1
437	011112	301112	5	няма	EVN	0,0,0,3,2
438	010112	310112	12	няма	ЧЕЗ	0,1,3,4,3,1
438	010212	290212	3	няма	ЧЕЗ	0,0,0,2,1
438	010312	310312	42	няма	ЧЕЗ	4,8,11,10,9
438	010412	300412	72	няма	ЧЕЗ	2,15,18,17,18,2
438	010512	310512	88	няма	ЧЕЗ	18,21,21,18,10
438	010612	300612	83	няма	ЧЕЗ	9,21,21,17,15
438	010712	310712	28	няма	ЧЕЗ	1,7,7,7,5,1
438	010812	310812	15	няма	ЧЕЗ	2,4,3,4,2
438	010912	300912	15	няма	ЧЕЗ	1,4,3,4,3
438	011012	311012	26	няма	ЧЕЗ	7,7,7,4,1
438	011112	301112	61	няма	ЧЕЗ	8,14,14,14,11
439	010112	310112	44	няма	EVN	1,9,10,11,10,3
439	010212	310312	50	няма	EVN	5,7,7,7,7,7,4,3,3
439	010412	310812	86	няма	EVN	1,7,7,6,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,2
440	010112	290212	10	няма	EVN	0,0,0,0,0,0,2,3,4,1
440	010312	310312	13	няма	EVN	0,3,4,3,3
440	010412	310712	53	няма	EVN	0,0,0,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,1
440	010812	310812	13	няма	EVN	0,4,3,4,2
440	010912	300912	11	няма	EVN	0,1,3,4,3
440	011012	311012	9	няма	EVN	0,1,3,4,1
440	011112	301112	6	няма	EVN	0,0,0,4,2
441	291211	280212	8	ПРСР, Мярка 311	EON	0,0,0,0,0,0,0,4,3,1
441	290212	010712	39	ПРСР, Мярка 311	EON	0,0,0,0,0,0,1,3,4,3,4,3,4,3,4,3,4,3
441	020712	300712	11	ПРСР, Мярка 311	EON	0,4,3,4,0
441	310712	300812	10	ПРСР, Мярка 311	EON	0,1,4,3,2
441	310812	270912	8	ПРСР, Мярка 311	Енерго-Про Продажби	0,0,3,3,2
441	280912	301012	9	ПРСР, Мярка 311	Енерго-Про Продажби	0,0,1,4,3,1
442	240112	290212	7	ПРСР, Мярка 311	EVN	0,0,0,2,4,1
442	010312	310312	11	ПРСР, Мярка 311	EVN	0,1,4,3,3
442	010412	300612	38	ПРСР, Мярка 311	EVN	0,0,0,4,3,4,3,4,3,4,3,4,3,3
442	010712	310712	15	ПРСР, Мярка 311	EVN	0,4,3,4,3,1
442	010812	310812	14	ПРСР, Мярка 311	EVN	1,4,3,4,2
442	010912	300912	12	ПРСР, Мярка 311	EVN	0,2,3,4,3
442	011012	311012	10	ПРСР, Мярка 311	EVN	0,2,3,4,1
442	011112	301112	6	ПРСР, Мярка 311	EVN	0,0,0,4,2
443	010112	290212	1	няма	ЧЕЗ	0,0,0,0,0,0,0,0,0,1
443	010312	310312	2	няма	ЧЕЗ	0,0,0,0,2
443	010412	300612	4	няма	ЧЕЗ	0,0,0,0,0,0,0,0,0,0,0,0,1,3
443	010712	310812	6	няма	ЧЕЗ	0,0,0,0,0,0,0,0,4,2
443	010912	300912	2	няма	ЧЕЗ	0,0,0,0,2
444	010112	280212	2	няма	EVN	0,0,0,0,0,0,0,0,1,1
444	010312	310312	2	няма	EVN	0,0,0,0,2
444	010412	300612	10	няма	EVN	0,0,0,0,0,0,0,0,0,0,0,4,3,3
444	010712	310712	8	няма	EVN	0,0,0,4,3,1
444	010812	310812	8	няма	EVN	0,0,2,4,2
444	010912	300912	7	няма	EVN	0,0,0,4,3
444	011012	311012	5	няма	EVN	0,0,0,4,1
444	011112	301112	3	няма	EVN	0,0,0,1,2
445	010112	290212	212	няма	ЧЕЗ	4,26,25,24,25,24,25,24,25,10
445	010312	310312	147	няма	ЧЕЗ	20,35,34,31,27
445	010412	300412	154	няма	ЧЕЗ	5,35,35,35,39,5
445	010512	310712	341	няма	ЧЕЗ	24,28,28,28,28,27,24,25,24,25,24,25,24,7
445	010812	310812	24	няма	ЧЕЗ	5,7,6,4,2
445	010912	300912	2	няма	ЧЕЗ	0,0,0,0,2
445	011112	301112	16	няма	ЧЕЗ	3,4,3,4,2
446	010212	290212	12	няма	ЧЕЗ	0,4,3,4,1
446	010312	310312	20	няма	ЧЕЗ	4,6,4,3,3
446	010412	300412	23	няма	ЧЕЗ	1,7,7,4,4,0
446	010512	310512	40	няма	ЧЕЗ	6,7,11,10,6
446	010612	300612	64	няма	ЧЕЗ	6,14,14,15,15
446	010712	310712	71	няма	ЧЕЗ	2,14,15,18,17,5
446	010812	310812	64	няма	ЧЕЗ	10,14,14,14,12
446	010912	300912	50	няма	ЧЕЗ	4,14,11,11,10
446	011012	311012	47	няма	ЧЕЗ	11,11,10,11,4
446	011112	301112	24	няма	ЧЕЗ	4,7,7,4,2
447	020212	290212	29	няма	ЧЕЗ	4,7,7,7,4
447	010312	310312	109	няма	ЧЕЗ	15,24,25,24,21
447	010412	300412	114	няма	ЧЕЗ	4,28,28,26,25,3
447	010512	310512	113	няма	ЧЕЗ	24,26,25,24,14
447	010612	300612	164	няма	ЧЕЗ	16,38,39,38,33
447	010712	310712	161	няма	ЧЕЗ	5,35,35,37,38,11
447	010812	310812	151	няма	ЧЕЗ	25,35,35,34,22
447	010912	300912	123	няма	ЧЕЗ	8,28,28,28,31
447	011012	311012	99	няма	ЧЕЗ	21,21,22,25,10
447	011112	301112	45	няма	ЧЕЗ	6,11,10,11,7
448	010112	290212	351	няма	ЧЕЗ	6,42,42,42,42,42,42,38,39,16
448	010312	310312	192	няма	ЧЕЗ	24,42,42,45,39
448	010412	300412	193	няма	ЧЕЗ	6,44,46,45,46,6
448	010512	310512	189	няма	ЧЕЗ	36,42,42,43,26
448	010612	300612	188	няма	ЧЕЗ	18,42,44,45,39
448	010712	310712	188	няма	ЧЕЗ	6,42,42,42,43,13
448	010812	310812	147	няма	ЧЕЗ	25,35,33,32,22
448	010912	300912	149	няма	ЧЕЗ	10,35,35,35,34
448	011012	311012	170	няма	ЧЕЗ	38,39,38,39,16
448	011112	301112	176	няма	ЧЕЗ	24,42,42,41,27
449	010112	310112	1	няма	EVN	0,0,0,0,0,1
449	010212	290212	3	няма	EVN	0,0,0,2,1
449	010312	310312	4	няма	EVN	0,0,0,1,3
449	010412	310712	23	няма	EVN	0,0,0,0,0,0,0,0,0,0,0,1,4,3,4,3,4,3,1
449	010812	310812	7	няма	EVN	0,0,1,4,2
449	010912	300912	5	няма	EVN	0,0,0,2,3
449	011012	311012	4	няма	EVN	0,0,0,3,1
449	011112	301112	1	няма	EVN	0,0,0,0,1
450	010112	310112	17	няма	EVN	1,5,3,4,3,1
450	010212	290212	25	няма	EVN	5,7,7,5,1
450	010312	310312	12	няма	EVN	0,2,4,3,3
450	010412	310712	80	няма	EVN	1,7,7,7,7,7,5,3,4,3,4,3,4,3,4,3,4,3,1
450	010812	310812	18	няма	EVN	5,4,3,4,2
450	010912	300912	12	няма	EVN	0,2,3,4,3
450	011012	311012	8	няма	EVN	0,0,3,4,1
450	011112	301112	5	няма	EVN	0,0,0,3,2
451	010112	310112	1	няма	EVN	0,0,0,0,0,1
451	010212	290212	2	няма	EVN	0,0,0,1,1
451	010312	310312	4	няма	EVN	0,0,0,1,3
451	010412	310712	19	няма	EVN	0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,3,4,3,1
451	010812	310812	6	няма	EVN	0,0,0,4,2
451	010912	300912	4	няма	EVN	0,0,0,1,3
451	011012	311012	3	няма	EVN	0,0,0,2,1
451	011112	301112	2	няма	EVN	0,0,0,0,2
452	010112	290212	22	няма	EVN	0,0,0,3,4,3,4,3,4,1
452	010312	310712	49	няма	EVN	0,0,0,0,0,0,0,0,3,3,4,3,4,3,4,3,4,3,4,3,4,3,1
453	010212	290212	1	няма	ЧЕЗ	0,0,0,0,1
453	010312	310312	13	няма	ЧЕЗ	0,3,4,3,3
